,Algorithm,Instance,Total Cost,Running Time,Type,Small-ratio,Medium-ratio,Large-ratio,Number of Customers,Number of Clusters,Region
541,BRKGA,JK2_nc_50_ncl_1_nv_100_generated_r_0.60_0.20_0.20_2,7.0,2.0,Generated,0.6,0.2,0.2,50,1,JK2
542,BRKGA,JK2_nc_50_ncl_1_nv_100_historical_0,4.0,8.0,Historical,,,,50,1,JK2
543,BRKGA,JK2_nc_50_ncl_1_nv_100_historical_1,5.0,3.0,Historical,,,,50,1,JK2
544,BRKGA,JK2_nc_50_ncl_1_nv_100_historical_2,7.0,4.0,Historical,,,,50,1,JK2
545,BRKGA,JK2_nc_50_ncl_5_nv_100_generated_r_0.20_0.20_0.60_0,8.0,4.0,Generated,0.2,0.2,0.6,50,5,JK2
546,BRKGA,JK2_nc_50_ncl_5_nv_100_generated_r_0.20_0.20_0.60_1,7.0,5.0,Generated,0.2,0.2,0.6,50,5,JK2
547,BRKGA,JK2_nc_50_ncl_5_nv_100_generated_r_0.20_0.20_0.60_2,8.0,6.0,Generated,0.2,0.2,0.6,50,5,JK2
548,BRKGA,JK2_nc_50_ncl_5_nv_100_generated_r_0.20_0.60_0.20_0,1.0,3.0,Generated,0.2,0.6,0.2,50,5,JK2
549,BRKGA,JK2_nc_50_ncl_5_nv_100_generated_r_0.20_0.60_0.20_1,1.0,2.0,Generated,0.2,0.6,0.2,50,5,JK2
550,BRKGA,JK2_nc_50_ncl_5_nv_100_generated_r_0.20_0.60_0.20_2,1.0,1.0,Generated,0.2,0.6,0.2,50,5,JK2
551,BRKGA,JK2_nc_50_ncl_5_nv_100_generated_r_0.33_0.33_0.33_0,1.0,0.0,Generated,0.33,0.33,0.33,50,5,JK2
552,BRKGA,JK2_nc_50_ncl_5_nv_100_generated_r_0.33_0.33_0.33_1,1.0,2.0,Generated,0.33,0.33,0.33,50,5,JK2
553,BRKGA,JK2_nc_50_ncl_5_nv_100_generated_r_0.33_0.33_0.33_2,1.0,0.0,Generated,0.33,0.33,0.33,50,5,JK2
554,BRKGA,JK2_nc_50_ncl_5_nv_100_generated_r_0.60_0.20_0.20_0,6.0,9.0,Generated,0.6,0.2,0.2,50,5,JK2
555,BRKGA,JK2_nc_50_ncl_5_nv_100_generated_r_0.60_0.20_0.20_1,6.0,8.0,Generated,0.6,0.2,0.2,50,5,JK2
556,BRKGA,JK2_nc_50_ncl_5_nv_100_generated_r_0.60_0.20_0.20_2,7.0,0.0,Generated,0.6,0.2,0.2,50,5,JK2
557,BRKGA,JK2_nc_50_ncl_5_nv_100_historical_0,5.0,3.0,Historical,,,,50,5,JK2
558,BRKGA,JK2_nc_50_ncl_5_nv_100_historical_1,5.0,4.0,Historical,,,,50,5,JK2
559,BRKGA,JK2_nc_50_ncl_5_nv_100_historical_2,6.0,0.0,Historical,,,,50,5,JK2
560,BRKGA,MKS_nc_15_ncl_1_nv_30_generated_r_0.20_0.20_0.60_0,2.0,7.0,Generated,0.2,0.2,0.6,15,1,MKS
561,BRKGA,MKS_nc_15_ncl_1_nv_30_generated_r_0.20_0.20_0.60_1,3.0,4.0,Generated,0.2,0.2,0.6,15,1,MKS
562,BRKGA,MKS_nc_15_ncl_1_nv_30_generated_r_0.20_0.20_0.60_2,3.0,2.0,Generated,0.2,0.2,0.6,15,1,MKS
563,BRKGA,MKS_nc_15_ncl_1_nv_30_generated_r_0.20_0.60_0.20_0,3.0,7.0,Generated,0.2,0.6,0.2,15,1,MKS
564,BRKGA,MKS_nc_15_ncl_1_nv_30_generated_r_0.20_0.60_0.20_1,4.0,3.0,Generated,0.2,0.6,0.2,15,1,MKS
565,BRKGA,MKS_nc_15_ncl_1_nv_30_generated_r_0.20_0.60_0.20_2,4.0,3.0,Generated,0.2,0.6,0.2,15,1,MKS
566,BRKGA,MKS_nc_15_ncl_1_nv_30_generated_r_0.33_0.33_0.33_0,4.0,3.0,Generated,0.33,0.33,0.33,15,1,MKS
567,BRKGA,MKS_nc_15_ncl_1_nv_30_generated_r_0.33_0.33_0.33_1,3.0,2.0,Generated,0.33,0.33,0.33,15,1,MKS
568,BRKGA,MKS_nc_15_ncl_1_nv_30_generated_r_0.33_0.33_0.33_2,3.0,1.0,Generated,0.33,0.33,0.33,15,1,MKS
569,BRKGA,MKS_nc_15_ncl_1_nv_30_generated_r_0.60_0.20_0.20_0,2.0,0.0,Generated,0.6,0.2,0.2,15,1,MKS
570,BRKGA,MKS_nc_15_ncl_1_nv_30_generated_r_0.60_0.20_0.20_1,3.0,0.0,Generated,0.6,0.2,0.2,15,1,MKS
571,BRKGA,MKS_nc_15_ncl_1_nv_30_generated_r_0.60_0.20_0.20_2,2.0,7.0,Generated,0.6,0.2,0.2,15,1,MKS
572,BRKGA,MKS_nc_15_ncl_1_nv_30_historical_0,1.0,3.0,Historical,,,,15,1,MKS
573,BRKGA,MKS_nc_15_ncl_1_nv_30_historical_1,1.0,6.0,Historical,,,,15,1,MKS
574,BRKGA,MKS_nc_15_ncl_1_nv_30_historical_2,1.0,4.0,Historical,,,,15,1,MKS
575,BRKGA,MKS_nc_15_ncl_3_nv_30_generated_r_0.20_0.20_0.60_0,3.0,9.0,Generated,0.2,0.2,0.6,15,3,MKS
576,BRKGA,MKS_nc_15_ncl_3_nv_30_generated_r_0.20_0.20_0.60_1,3.0,2.0,Generated,0.2,0.2,0.6,15,3,MKS
577,BRKGA,MKS_nc_15_ncl_3_nv_30_generated_r_0.20_0.20_0.60_2,4.0,2.0,Generated,0.2,0.2,0.6,15,3,MKS
578,BRKGA,MKS_nc_15_ncl_3_nv_30_generated_r_0.20_0.60_0.20_0,5.0,3.0,Generated,0.2,0.6,0.2,15,3,MKS
579,BRKGA,MKS_nc_15_ncl_3_nv_30_generated_r_0.20_0.60_0.20_1,4.0,8.0,Generated,0.2,0.6,0.2,15,3,MKS
580,BRKGA,MKS_nc_15_ncl_3_nv_30_generated_r_0.20_0.60_0.20_2,5.0,4.0,Generated,0.2,0.6,0.2,15,3,MKS
581,BRKGA,MKS_nc_15_ncl_3_nv_30_generated_r_0.33_0.33_0.33_0,3.0,3.0,Generated,0.33,0.33,0.33,15,3,MKS
582,BRKGA,MKS_nc_15_ncl_3_nv_30_generated_r_0.33_0.33_0.33_1,2.0,4.0,Generated,0.33,0.33,0.33,15,3,MKS
583,BRKGA,MKS_nc_15_ncl_3_nv_30_generated_r_0.33_0.33_0.33_2,5.0,2.0,Generated,0.33,0.33,0.33,15,3,MKS
584,BRKGA,MKS_nc_15_ncl_3_nv_30_generated_r_0.60_0.20_0.20_0,2.0,6.0,Generated,0.6,0.2,0.2,15,3,MKS
585,BRKGA,MKS_nc_15_ncl_3_nv_30_generated_r_0.60_0.20_0.20_1,2.0,6.0,Generated,0.6,0.2,0.2,15,3,MKS
586,BRKGA,MKS_nc_15_ncl_3_nv_30_generated_r_0.60_0.20_0.20_2,2.0,5.0,Generated,0.6,0.2,0.2,15,3,MKS
587,BRKGA,MKS_nc_15_ncl_3_nv_30_historical_0,1.0,9.0,Historical,,,,15,3,MKS
588,BRKGA,MKS_nc_15_ncl_3_nv_30_historical_1,2.0,0.0,Historical,,,,15,3,MKS
589,BRKGA,MKS_nc_15_ncl_3_nv_30_historical_2,1.0,3.0,Historical,,,,15,3,MKS
590,BRKGA,MKS_nc_15_ncl_3_nv_30_historical_3,1.0,0.0,Historical,,,,15,3,MKS
591,BRKGA,MKS_nc_15_ncl_3_nv_30_historical_4,1.0,4.0,Historical,,,,15,3,MKS
592,BRKGA,MKS_nc_15_ncl_5_nv_30_generated_r_0.20_0.20_0.60_0,3.0,9.0,Generated,0.2,0.2,0.6,15,5,MKS
593,BRKGA,MKS_nc_15_ncl_5_nv_30_generated_r_0.20_0.20_0.60_1,3.0,7.0,Generated,0.2,0.2,0.6,15,5,MKS
594,BRKGA,MKS_nc_15_ncl_5_nv_30_generated_r_0.20_0.20_0.60_2,3.0,9.0,Generated,0.2,0.2,0.6,15,5,MKS
595,BRKGA,MKS_nc_15_ncl_5_nv_30_generated_r_0.20_0.60_0.20_0,3.0,4.0,Generated,0.2,0.6,0.2,15,5,MKS
596,BRKGA,MKS_nc_15_ncl_5_nv_30_generated_r_0.20_0.60_0.20_1,3.0,5.0,Generated,0.2,0.6,0.2,15,5,MKS
597,BRKGA,MKS_nc_15_ncl_5_nv_30_generated_r_0.20_0.60_0.20_2,3.0,8.0,Generated,0.2,0.6,0.2,15,5,MKS
598,BRKGA,MKS_nc_15_ncl_5_nv_30_generated_r_0.33_0.33_0.33_0,3.0,7.0,Generated,0.33,0.33,0.33,15,5,MKS
599,BRKGA,MKS_nc_15_ncl_5_nv_30_generated_r_0.33_0.33_0.33_1,4.0,8.0,Generated,0.33,0.33,0.33,15,5,MKS
600,BRKGA,MKS_nc_15_ncl_5_nv_30_generated_r_0.33_0.33_0.33_2,4.0,4.0,Generated,0.33,0.33,0.33,15,5,MKS
601,BRKGA,MKS_nc_15_ncl_5_nv_30_generated_r_0.60_0.20_0.20_0,2.0,4.0,Generated,0.6,0.2,0.2,15,5,MKS
602,BRKGA,MKS_nc_15_ncl_5_nv_30_generated_r_0.60_0.20_0.20_1,2.0,2.0,Generated,0.6,0.2,0.2,15,5,MKS
603,BRKGA,MKS_nc_15_ncl_5_nv_30_generated_r_0.60_0.20_0.20_2,2.0,4.0,Generated,0.6,0.2,0.2,15,5,MKS
604,BRKGA,MKS_nc_15_ncl_5_nv_30_historical_0,1.0,5.0,Historical,,,,15,5,MKS
605,BRKGA,MKS_nc_15_ncl_5_nv_30_historical_1,1.0,5.0,Historical,,,,15,5,MKS
606,BRKGA,MKS_nc_15_ncl_5_nv_30_historical_2,1.0,5.0,Historical,,,,15,5,MKS
607,BRKGA,MKS_nc_30_ncl_1_nv_60_generated_r_0.20_0.20_0.60_0,6.0,6.0,Generated,0.2,0.2,0.6,30,1,MKS
608,BRKGA,MKS_nc_30_ncl_1_nv_60_generated_r_0.20_0.20_0.60_1,6.0,3.0,Generated,0.2,0.2,0.6,30,1,MKS
609,BRKGA,MKS_nc_30_ncl_1_nv_60_generated_r_0.20_0.20_0.60_2,6.0,6.0,Generated,0.2,0.2,0.6,30,1,MKS
610,BRKGA,MKS_nc_30_ncl_1_nv_60_generated_r_0.20_0.60_0.20_0,6.0,5.0,Generated,0.2,0.6,0.2,30,1,MKS
611,BRKGA,MKS_nc_30_ncl_1_nv_60_generated_r_0.20_0.60_0.20_1,8.0,4.0,Generated,0.2,0.6,0.2,30,1,MKS
612,BRKGA,MKS_nc_30_ncl_1_nv_60_generated_r_0.20_0.60_0.20_2,7.0,6.0,Generated,0.2,0.6,0.2,30,1,MKS
613,BRKGA,MKS_nc_30_ncl_1_nv_60_generated_r_0.33_0.33_0.33_0,6.0,9.0,Generated,0.33,0.33,0.33,30,1,MKS
614,BRKGA,MKS_nc_30_ncl_1_nv_60_generated_r_0.33_0.33_0.33_1,6.0,8.0,Generated,0.33,0.33,0.33,30,1,MKS
615,BRKGA,MKS_nc_30_ncl_1_nv_60_generated_r_0.33_0.33_0.33_2,8.0,9.0,Generated,0.33,0.33,0.33,30,1,MKS
616,BRKGA,MKS_nc_30_ncl_1_nv_60_generated_r_0.60_0.20_0.20_0,4.0,4.0,Generated,0.6,0.2,0.2,30,1,MKS
617,BRKGA,MKS_nc_30_ncl_1_nv_60_generated_r_0.60_0.20_0.20_1,5.0,2.0,Generated,0.6,0.2,0.2,30,1,MKS
618,BRKGA,MKS_nc_30_ncl_1_nv_60_generated_r_0.60_0.20_0.20_2,5.0,6.0,Generated,0.6,0.2,0.2,30,1,MKS
619,BRKGA,MKS_nc_30_ncl_1_nv_60_historical_0,3.0,8.0,Historical,,,,30,1,MKS
620,BRKGA,MKS_nc_30_ncl_1_nv_60_historical_1,3.0,7.0,Historical,,,,30,1,MKS
621,BRKGA,MKS_nc_30_ncl_1_nv_60_historical_2,3.0,1.0,Historical,,,,30,1,MKS
622,BRKGA,MKS_nc_30_ncl_1_nv_60_historical_3,3.0,2.0,Historical,,,,30,1,MKS
623,BRKGA,MKS_nc_30_ncl_3_nv_60_generated_r_0.20_0.20_0.60_0,6.0,4.0,Generated,0.2,0.2,0.6,30,3,MKS
624,BRKGA,MKS_nc_30_ncl_3_nv_60_generated_r_0.20_0.20_0.60_1,8.0,0.0,Generated,0.2,0.2,0.6,30,3,MKS
625,BRKGA,MKS_nc_30_ncl_3_nv_60_generated_r_0.20_0.20_0.60_2,8.0,7.0,Generated,0.2,0.2,0.6,30,3,MKS
626,BRKGA,MKS_nc_30_ncl_3_nv_60_generated_r_0.20_0.60_0.20_0,8.0,3.0,Generated,0.2,0.6,0.2,30,3,MKS
627,BRKGA,MKS_nc_30_ncl_3_nv_60_generated_r_0.20_0.60_0.20_1,6.0,8.0,Generated,0.2,0.6,0.2,30,3,MKS
628,BRKGA,MKS_nc_30_ncl_3_nv_60_generated_r_0.20_0.60_0.20_2,9.0,1.0,Generated,0.2,0.6,0.2,30,3,MKS
629,BRKGA,MKS_nc_30_ncl_3_nv_60_generated_r_0.33_0.33_0.33_0,8.0,0.0,Generated,0.33,0.33,0.33,30,3,MKS
630,BRKGA,MKS_nc_30_ncl_3_nv_60_generated_r_0.33_0.33_0.33_1,8.0,6.0,Generated,0.33,0.33,0.33,30,3,MKS
631,BRKGA,MKS_nc_30_ncl_3_nv_60_generated_r_0.33_0.33_0.33_2,5.0,2.0,Generated,0.33,0.33,0.33,30,3,MKS
632,BRKGA,MKS_nc_30_ncl_3_nv_60_generated_r_0.60_0.20_0.20_0,4.0,2.0,Generated,0.6,0.2,0.2,30,3,MKS
633,BRKGA,MKS_nc_30_ncl_3_nv_60_generated_r_0.60_0.20_0.20_1,5.0,1.0,Generated,0.6,0.2,0.2,30,3,MKS
634,BRKGA,MKS_nc_30_ncl_3_nv_60_generated_r_0.60_0.20_0.20_2,5.0,2.0,Generated,0.6,0.2,0.2,30,3,MKS
635,BRKGA,MKS_nc_30_ncl_3_nv_60_historical_0,4.0,1.0,Historical,,,,30,3,MKS
636,BRKGA,MKS_nc_30_ncl_3_nv_60_historical_1,2.0,7.0,Historical,,,,30,3,MKS
637,BRKGA,MKS_nc_30_ncl_3_nv_60_historical_2,3.0,8.0,Historical,,,,30,3,MKS
638,BRKGA,MKS_nc_30_ncl_3_nv_60_historical_3,2.0,8.0,Historical,,,,30,3,MKS
639,BRKGA,MKS_nc_30_ncl_3_nv_60_historical_5,4.0,4.0,Historical,,,,30,3,MKS
640,BRKGA,MKS_nc_30_ncl_3_nv_60_historical_6,4.0,1.0,Historical,,,,30,3,MKS
641,BRKGA,MKS_nc_30_ncl_3_nv_60_historical_7,4.0,3.0,Historical,,,,30,3,MKS
642,BRKGA,MKS_nc_30_ncl_3_nv_60_historical_8,4.0,9.0,Historical,,,,30,3,MKS
643,BRKGA,MKS_nc_30_ncl_3_nv_60_historical_9,3.0,6.0,Historical,,,,30,3,MKS
644,BRKGA,MKS_nc_30_ncl_5_nv_60_generated_r_0.20_0.20_0.60_0,5.0,5.0,Generated,0.2,0.2,0.6,30,5,MKS
645,BRKGA,MKS_nc_30_ncl_5_nv_60_generated_r_0.20_0.20_0.60_1,7.0,6.0,Generated,0.2,0.2,0.6,30,5,MKS
646,BRKGA,MKS_nc_30_ncl_5_nv_60_generated_r_0.20_0.20_0.60_2,6.0,9.0,Generated,0.2,0.2,0.6,30,5,MKS
647,BRKGA,MKS_nc_30_ncl_5_nv_60_generated_r_0.20_0.60_0.20_0,7.0,4.0,Generated,0.2,0.6,0.2,30,5,MKS
648,BRKGA,MKS_nc_30_ncl_5_nv_60_generated_r_0.20_0.60_0.20_1,7.0,6.0,Generated,0.2,0.6,0.2,30,5,MKS
649,BRKGA,MKS_nc_30_ncl_5_nv_60_generated_r_0.20_0.60_0.20_2,9.0,0.0,Generated,0.2,0.6,0.2,30,5,MKS
650,BRKGA,MKS_nc_30_ncl_5_nv_60_generated_r_0.33_0.33_0.33_0,8.0,4.0,Generated,0.33,0.33,0.33,30,5,MKS
651,BRKGA,MKS_nc_30_ncl_5_nv_60_generated_r_0.33_0.33_0.33_1,7.0,6.0,Generated,0.33,0.33,0.33,30,5,MKS
652,BRKGA,MKS_nc_30_ncl_5_nv_60_generated_r_0.33_0.33_0.33_2,8.0,7.0,Generated,0.33,0.33,0.33,30,5,MKS
653,BRKGA,MKS_nc_30_ncl_5_nv_60_generated_r_0.60_0.20_0.20_0,5.0,9.0,Generated,0.6,0.2,0.2,30,5,MKS
654,BRKGA,MKS_nc_30_ncl_5_nv_60_generated_r_0.60_0.20_0.20_1,5.0,1.0,Generated,0.6,0.2,0.2,30,5,MKS
655,BRKGA,MKS_nc_30_ncl_5_nv_60_generated_r_0.60_0.20_0.20_2,4.0,9.0,Generated,0.6,0.2,0.2,30,5,MKS
656,BRKGA,MKS_nc_30_ncl_5_nv_60_historical_0,3.0,5.0,Historical,,,,30,5,MKS
657,BRKGA,MKS_nc_30_ncl_5_nv_60_historical_1,4.0,7.0,Historical,,,,30,5,MKS
658,BRKGA,MKS_nc_30_ncl_5_nv_60_historical_2,3.0,8.0,Historical,,,,30,5,MKS
659,BRKGA,MKS_nc_30_ncl_5_nv_60_historical_3,3.0,5.0,Historical,,,,30,5,MKS
660,BRKGA,MKS_nc_48_ncl_3_nv_100_generated_r_0.20_0.20_0.60_0,9.0,8.0,Generated,0.2,0.2,0.6,50,3,MKS
661,BRKGA,MKS_nc_48_ncl_3_nv_100_generated_r_0.20_0.20_0.60_1,9.0,7.0,Generated,0.2,0.2,0.6,50,3,MKS
662,BRKGA,MKS_nc_48_ncl_3_nv_100_generated_r_0.20_0.20_0.60_2,1.0,0.0,Generated,0.2,0.2,0.6,50,3,MKS
663,BRKGA,MKS_nc_48_ncl_3_nv_100_generated_r_0.20_0.60_0.20_0,1.0,5.0,Generated,0.2,0.6,0.2,50,3,MKS
664,BRKGA,MKS_nc_48_ncl_3_nv_100_generated_r_0.20_0.60_0.20_1,1.0,4.0,Generated,0.2,0.6,0.2,50,3,MKS
665,BRKGA,MKS_nc_48_ncl_3_nv_100_generated_r_0.20_0.60_0.20_2,1.0,3.0,Generated,0.2,0.6,0.2,50,3,MKS
666,BRKGA,MKS_nc_48_ncl_3_nv_100_generated_r_0.33_0.33_0.33_0,1.0,4.0,Generated,0.33,0.33,0.33,50,3,MKS
667,BRKGA,MKS_nc_48_ncl_3_nv_100_generated_r_0.33_0.33_0.33_1,1.0,4.0,Generated,0.33,0.33,0.33,50,3,MKS
668,BRKGA,MKS_nc_48_ncl_3_nv_100_generated_r_0.33_0.33_0.33_2,1.0,0.0,Generated,0.33,0.33,0.33,50,3,MKS
669,BRKGA,MKS_nc_48_ncl_3_nv_100_generated_r_0.60_0.20_0.20_0,9.0,5.0,Generated,0.6,0.2,0.2,50,3,MKS
670,BRKGA,MKS_nc_48_ncl_3_nv_100_generated_r_0.60_0.20_0.20_1,9.0,5.0,Generated,0.6,0.2,0.2,50,3,MKS
671,BRKGA,MKS_nc_48_ncl_3_nv_100_generated_r_0.60_0.20_0.20_2,7.0,8.0,Generated,0.6,0.2,0.2,50,3,MKS
672,BRKGA,MKS_nc_48_ncl_3_nv_100_historical_0,7.0,0.0,Historical,,,,50,3,MKS
673,BRKGA,MKS_nc_48_ncl_3_nv_100_historical_1,7.0,1.0,Historical,,,,50,3,MKS
674,BRKGA,MKS_nc_48_ncl_3_nv_100_historical_2,6.0,7.0,Historical,,,,50,3,MKS
675,BRKGA,MKS_nc_48_ncl_3_nv_100_historical_3,7.0,7.0,Historical,,,,50,3,MKS
676,BRKGA,MKS_nc_50_ncl_1_nv_100_generated_r_0.20_0.20_0.60_0,9.0,9.0,Generated,0.2,0.2,0.6,50,1,MKS
677,BRKGA,MKS_nc_50_ncl_1_nv_100_generated_r_0.20_0.20_0.60_1,9.0,9.0,Generated,0.2,0.2,0.6,50,1,MKS
678,BRKGA,MKS_nc_50_ncl_1_nv_100_generated_r_0.20_0.20_0.60_2,1.0,1.0,Generated,0.2,0.2,0.6,50,1,MKS
679,BRKGA,MKS_nc_50_ncl_1_nv_100_generated_r_0.20_0.60_0.20_0,1.0,3.0,Generated,0.2,0.6,0.2,50,1,MKS
680,BRKGA,MKS_nc_50_ncl_1_nv_100_generated_r_0.20_0.60_0.20_1,1.0,1.0,Generated,0.2,0.6,0.2,50,1,MKS
681,BRKGA,MKS_nc_50_ncl_1_nv_100_generated_r_0.20_0.60_0.20_2,1.0,4.0,Generated,0.2,0.6,0.2,50,1,MKS
682,BRKGA,MKS_nc_50_ncl_1_nv_100_generated_r_0.33_0.33_0.33_0,1.0,2.0,Generated,0.33,0.33,0.33,50,1,MKS
683,BRKGA,MKS_nc_50_ncl_1_nv_100_generated_r_0.33_0.33_0.33_1,1.0,3.0,Generated,0.33,0.33,0.33,50,1,MKS
684,BRKGA,MKS_nc_50_ncl_1_nv_100_generated_r_0.33_0.33_0.33_2,1.0,2.0,Generated,0.33,0.33,0.33,50,1,MKS
685,BRKGA,MKS_nc_50_ncl_1_nv_100_generated_r_0.60_0.20_0.20_0,9.0,9.0,Generated,0.6,0.2,0.2,50,1,MKS
686,BRKGA,MKS_nc_50_ncl_1_nv_100_generated_r_0.60_0.20_0.20_1,8.0,1.0,Generated,0.6,0.2,0.2,50,1,MKS
687,BRKGA,MKS_nc_50_ncl_1_nv_100_generated_r_0.60_0.20_0.20_2,7.0,2.0,Generated,0.6,0.2,0.2,50,1,MKS
688,BRKGA,MKS_nc_50_ncl_1_nv_100_historical_0,6.0,7.0,Historical,,,,50,1,MKS
689,BRKGA,MKS_nc_50_ncl_1_nv_100_historical_1,8.0,6.0,Historical,,,,50,1,MKS
690,BRKGA,MKS_nc_50_ncl_1_nv_100_historical_2,6.0,5.0,Historical,,,,50,1,MKS
691,BRKGA,MKS_nc_50_ncl_1_nv_100_historical_3,7.0,2.0,Historical,,,,50,1,MKS
692,BRKGA,MKS_nc_50_ncl_5_nv_100_generated_r_0.20_0.20_0.60_0,1.0,1.0,Generated,0.2,0.2,0.6,50,5,MKS
693,BRKGA,MKS_nc_50_ncl_5_nv_100_generated_r_0.20_0.20_0.60_1,1.0,0.0,Generated,0.2,0.2,0.6,50,5,MKS
694,BRKGA,MKS_nc_50_ncl_5_nv_100_generated_r_0.20_0.20_0.60_2,1.0,0.0,Generated,0.2,0.2,0.6,50,5,MKS
695,BRKGA,MKS_nc_50_ncl_5_nv_100_generated_r_0.20_0.60_0.20_0,1.0,1.0,Generated,0.2,0.6,0.2,50,5,MKS
696,BRKGA,MKS_nc_50_ncl_5_nv_100_generated_r_0.20_0.60_0.20_1,1.0,4.0,Generated,0.2,0.6,0.2,50,5,MKS
697,BRKGA,MKS_nc_50_ncl_5_nv_100_generated_r_0.20_0.60_0.20_2,1.0,3.0,Generated,0.2,0.6,0.2,50,5,MKS
698,BRKGA,MKS_nc_50_ncl_5_nv_100_generated_r_0.33_0.33_0.33_0,1.0,5.0,Generated,0.33,0.33,0.33,50,5,MKS
699,BRKGA,MKS_nc_50_ncl_5_nv_100_generated_r_0.33_0.33_0.33_1,1.0,4.0,Generated,0.33,0.33,0.33,50,5,MKS
700,BRKGA,MKS_nc_50_ncl_5_nv_100_generated_r_0.33_0.33_0.33_2,1.0,3.0,Generated,0.33,0.33,0.33,50,5,MKS
701,BRKGA,MKS_nc_50_ncl_5_nv_100_generated_r_0.60_0.20_0.20_0,9.0,9.0,Generated,0.6,0.2,0.2,50,5,MKS
702,BRKGA,MKS_nc_50_ncl_5_nv_100_generated_r_0.60_0.20_0.20_1,7.0,8.0,Generated,0.6,0.2,0.2,50,5,MKS
703,BRKGA,MKS_nc_50_ncl_5_nv_100_generated_r_0.60_0.20_0.20_2,8.0,4.0,Generated,0.6,0.2,0.2,50,5,MKS
704,BRKGA,MKS_nc_50_ncl_5_nv_100_historical_0,8.0,7.0,Historical,,,,50,5,MKS
705,BRKGA,MKS_nc_50_ncl_5_nv_100_historical_1,6.0,1.0,Historical,,,,50,5,MKS
706,BRKGA,MKS_nc_50_ncl_5_nv_100_historical_2,8.0,9.0,Historical,,,,50,5,MKS
707,BRKGA,MKS_nc_50_ncl_5_nv_100_historical_3,7.0,7.0,Historical,,,,50,5,MKS
708,BRKGA,SBY_nc_15_ncl_1_nv_30_generated_r_0.20_0.20_0.60_0,3.0,9.0,Generated,0.2,0.2,0.6,15,1,SBY
709,BRKGA,SBY_nc_15_ncl_1_nv_30_generated_r_0.20_0.20_0.60_1,3.0,2.0,Generated,0.2,0.2,0.6,15,1,SBY
710,BRKGA,SBY_nc_15_ncl_1_nv_30_generated_r_0.20_0.20_0.60_2,3.0,6.0,Generated,0.2,0.2,0.6,15,1,SBY
711,BRKGA,SBY_nc_15_ncl_1_nv_30_generated_r_0.20_0.60_0.20_0,3.0,4.0,Generated,0.2,0.6,0.2,15,1,SBY
712,BRKGA,SBY_nc_15_ncl_1_nv_30_generated_r_0.20_0.60_0.20_1,3.0,7.0,Generated,0.2,0.6,0.2,15,1,SBY
713,BRKGA,SBY_nc_15_ncl_1_nv_30_generated_r_0.20_0.60_0.20_2,4.0,3.0,Generated,0.2,0.6,0.2,15,1,SBY
714,BRKGA,SBY_nc_15_ncl_1_nv_30_generated_r_0.33_0.33_0.33_0,3.0,1.0,Generated,0.33,0.33,0.33,15,1,SBY
715,BRKGA,SBY_nc_15_ncl_1_nv_30_generated_r_0.33_0.33_0.33_1,4.0,8.0,Generated,0.33,0.33,0.33,15,1,SBY
716,BRKGA,SBY_nc_15_ncl_1_nv_30_generated_r_0.33_0.33_0.33_2,2.0,7.0,Generated,0.33,0.33,0.33,15,1,SBY
717,BRKGA,SBY_nc_15_ncl_1_nv_30_generated_r_0.60_0.20_0.20_0,2.0,3.0,Generated,0.6,0.2,0.2,15,1,SBY
718,BRKGA,SBY_nc_15_ncl_1_nv_30_generated_r_0.60_0.20_0.20_1,2.0,1.0,Generated,0.6,0.2,0.2,15,1,SBY
719,BRKGA,SBY_nc_15_ncl_1_nv_30_generated_r_0.60_0.20_0.20_2,2.0,3.0,Generated,0.6,0.2,0.2,15,1,SBY
720,BRKGA,SBY_nc_15_ncl_1_nv_30_historical_0,1.0,2.0,Historical,,,,15,1,SBY
721,BRKGA,SBY_nc_15_ncl_1_nv_30_historical_1,1.0,0.0,Historical,,,,15,1,SBY
722,BRKGA,SBY_nc_15_ncl_1_nv_30_historical_2,9.0,4.0,Historical,,,,15,1,SBY
723,BRKGA,SBY_nc_15_ncl_3_nv_30_generated_r_0.20_0.20_0.60_0,3.0,8.0,Generated,0.2,0.2,0.6,15,3,SBY
724,BRKGA,SBY_nc_15_ncl_3_nv_30_generated_r_0.20_0.20_0.60_1,2.0,4.0,Generated,0.2,0.2,0.6,15,3,SBY
725,BRKGA,SBY_nc_15_ncl_3_nv_30_generated_r_0.20_0.20_0.60_2,3.0,4.0,Generated,0.2,0.2,0.6,15,3,SBY
726,BRKGA,SBY_nc_15_ncl_3_nv_30_generated_r_0.20_0.60_0.20_0,3.0,6.0,Generated,0.2,0.6,0.2,15,3,SBY
727,BRKGA,SBY_nc_15_ncl_3_nv_30_generated_r_0.20_0.60_0.20_1,5.0,0.0,Generated,0.2,0.6,0.2,15,3,SBY
728,BRKGA,SBY_nc_15_ncl_3_nv_30_generated_r_0.20_0.60_0.20_2,4.0,7.0,Generated,0.2,0.6,0.2,15,3,SBY
729,BRKGA,SBY_nc_15_ncl_3_nv_30_generated_r_0.33_0.33_0.33_0,2.0,5.0,Generated,0.33,0.33,0.33,15,3,SBY
730,BRKGA,SBY_nc_15_ncl_3_nv_30_generated_r_0.33_0.33_0.33_1,4.0,6.0,Generated,0.33,0.33,0.33,15,3,SBY
