,Algorithm,Instance,Total Cost,Running Time,Type,Small-ratio,Medium-ratio,Large-ratio,Number of Customers,Number of Clusters,Region
1603,GA,SBY_nc_30_ncl_1_nv_60_generated_r_0.20_0.60_0.20_0,7.0,0.0,Generated,0.2,0.6,0.2,30,1,SBY
1604,GA,SBY_nc_30_ncl_1_nv_60_generated_r_0.20_0.60_0.20_1,7.0,3.0,Generated,0.2,0.6,0.2,30,1,SBY
1605,GA,SBY_nc_30_ncl_1_nv_60_generated_r_0.20_0.60_0.20_2,7.0,0.0,Generated,0.2,0.6,0.2,30,1,SBY
1606,GA,SBY_nc_30_ncl_1_nv_60_generated_r_0.33_0.33_0.33_0,7.0,0.0,Generated,0.33,0.33,0.33,30,1,SBY
1607,GA,SBY_nc_30_ncl_1_nv_60_generated_r_0.33_0.33_0.33_1,7.0,7.0,Generated,0.33,0.33,0.33,30,1,SBY
1608,GA,SBY_nc_30_ncl_1_nv_60_generated_r_0.33_0.33_0.33_2,7.0,1.0,Generated,0.33,0.33,0.33,30,1,SBY
1609,GA,SBY_nc_30_ncl_1_nv_60_generated_r_0.60_0.20_0.20_0,4.0,6.0,Generated,0.6,0.2,0.2,30,1,SBY
1610,GA,SBY_nc_30_ncl_1_nv_60_generated_r_0.60_0.20_0.20_1,5.0,7.0,Generated,0.6,0.2,0.2,30,1,SBY
1611,GA,SBY_nc_30_ncl_1_nv_60_generated_r_0.60_0.20_0.20_2,4.0,7.0,Generated,0.6,0.2,0.2,30,1,SBY
1612,GA,SBY_nc_30_ncl_1_nv_60_historical_0,2.0,7.0,Historical,,,,30,1,SBY
1613,GA,SBY_nc_30_ncl_1_nv_60_historical_1,2.0,9.0,Historical,,,,30,1,SBY
1614,GA,SBY_nc_30_ncl_1_nv_60_historical_2,2.0,8.0,Historical,,,,30,1,SBY
1615,GA,SBY_nc_30_ncl_3_nv_60_generated_r_0.20_0.20_0.60_0,5.0,7.0,Generated,0.2,0.2,0.6,30,3,SBY
1616,GA,SBY_nc_30_ncl_3_nv_60_generated_r_0.20_0.20_0.60_1,7.0,6.0,Generated,0.2,0.2,0.6,30,3,SBY
1617,GA,SBY_nc_30_ncl_3_nv_60_generated_r_0.20_0.20_0.60_2,4.0,7.0,Generated,0.2,0.2,0.6,30,3,SBY
1618,GA,SBY_nc_30_ncl_3_nv_60_generated_r_0.20_0.60_0.20_0,8.0,7.0,Generated,0.2,0.6,0.2,30,3,SBY
1619,GA,SBY_nc_30_ncl_3_nv_60_generated_r_0.20_0.60_0.20_1,7.0,0.0,Generated,0.2,0.6,0.2,30,3,SBY
1620,GA,SBY_nc_30_ncl_3_nv_60_generated_r_0.20_0.60_0.20_2,6.0,8.0,Generated,0.2,0.6,0.2,30,3,SBY
1621,GA,SBY_nc_30_ncl_3_nv_60_generated_r_0.33_0.33_0.33_0,7.0,6.0,Generated,0.33,0.33,0.33,30,3,SBY
1622,GA,SBY_nc_30_ncl_3_nv_60_generated_r_0.33_0.33_0.33_1,6.0,1.0,Generated,0.33,0.33,0.33,30,3,SBY
1623,GA,SBY_nc_30_ncl_3_nv_60_generated_r_0.33_0.33_0.33_2,8.0,3.0,Generated,0.33,0.33,0.33,30,3,SBY
1624,GA,SBY_nc_30_ncl_3_nv_60_generated_r_0.60_0.20_0.20_0,4.0,5.0,Generated,0.6,0.2,0.2,30,3,SBY
1625,GA,SBY_nc_30_ncl_3_nv_60_generated_r_0.60_0.20_0.20_1,4.0,4.0,Generated,0.6,0.2,0.2,30,3,SBY
1626,GA,SBY_nc_30_ncl_3_nv_60_generated_r_0.60_0.20_0.20_2,5.0,3.0,Generated,0.6,0.2,0.2,30,3,SBY
1627,GA,SBY_nc_30_ncl_3_nv_60_historical_0,1.0,9.0,Historical,,,,30,3,SBY
1628,GA,SBY_nc_30_ncl_3_nv_60_historical_1,2.0,4.0,Historical,,,,30,3,SBY
1629,GA,SBY_nc_30_ncl_3_nv_60_historical_2,2.0,7.0,Historical,,,,30,3,SBY
1630,GA,SBY_nc_30_ncl_5_nv_60_generated_r_0.20_0.20_0.60_0,5.0,8.0,Generated,0.2,0.2,0.6,30,5,SBY
1631,GA,SBY_nc_30_ncl_5_nv_60_generated_r_0.20_0.20_0.60_1,5.0,7.0,Generated,0.2,0.2,0.6,30,5,SBY
1632,GA,SBY_nc_30_ncl_5_nv_60_generated_r_0.20_0.20_0.60_2,5.0,8.0,Generated,0.2,0.2,0.6,30,5,SBY
1633,GA,SBY_nc_30_ncl_5_nv_60_generated_r_0.20_0.60_0.20_0,6.0,6.0,Generated,0.2,0.6,0.2,30,5,SBY
1634,GA,SBY_nc_30_ncl_5_nv_60_generated_r_0.20_0.60_0.20_1,6.0,7.0,Generated,0.2,0.6,0.2,30,5,SBY
1635,GA,SBY_nc_30_ncl_5_nv_60_generated_r_0.20_0.60_0.20_2,6.0,5.0,Generated,0.2,0.6,0.2,30,5,SBY
1636,GA,SBY_nc_30_ncl_5_nv_60_generated_r_0.33_0.33_0.33_0,6.0,4.0,Generated,0.33,0.33,0.33,30,5,SBY
1637,GA,SBY_nc_30_ncl_5_nv_60_generated_r_0.33_0.33_0.33_1,9.0,0.0,Generated,0.33,0.33,0.33,30,5,SBY
1638,GA,SBY_nc_30_ncl_5_nv_60_generated_r_0.33_0.33_0.33_2,6.0,7.0,Generated,0.33,0.33,0.33,30,5,SBY
1639,GA,SBY_nc_30_ncl_5_nv_60_generated_r_0.60_0.20_0.20_0,6.0,2.0,Generated,0.6,0.2,0.2,30,5,SBY
1640,GA,SBY_nc_30_ncl_5_nv_60_generated_r_0.60_0.20_0.20_1,4.0,5.0,Generated,0.6,0.2,0.2,30,5,SBY
1641,GA,SBY_nc_30_ncl_5_nv_60_generated_r_0.60_0.20_0.20_2,4.0,2.0,Generated,0.6,0.2,0.2,30,5,SBY
1642,GA,SBY_nc_30_ncl_5_nv_60_historical_0,2.0,2.0,Historical,,,,30,5,SBY
1643,GA,SBY_nc_30_ncl_5_nv_60_historical_1,2.0,2.0,Historical,,,,30,5,SBY
1644,GA,SBY_nc_30_ncl_5_nv_60_historical_2,2.0,3.0,Historical,,,,30,5,SBY
1645,GA,SBY_nc_48_ncl_3_nv_100_generated_r_0.20_0.20_0.60_0,9.0,5.0,Generated,0.2,0.2,0.6,50,3,SBY
1646,GA,SBY_nc_48_ncl_3_nv_100_generated_r_0.20_0.20_0.60_1,8.0,2.0,Generated,0.2,0.2,0.6,50,3,SBY
1647,GA,SBY_nc_48_ncl_3_nv_100_generated_r_0.20_0.20_0.60_2,1.0,1.0,Generated,0.2,0.2,0.6,50,3,SBY
1648,GA,SBY_nc_48_ncl_3_nv_100_generated_r_0.20_0.60_0.20_0,1.0,2.0,Generated,0.2,0.6,0.2,50,3,SBY
1649,GA,SBY_nc_48_ncl_3_nv_100_generated_r_0.20_0.60_0.20_1,1.0,0.0,Generated,0.2,0.6,0.2,50,3,SBY
1650,GA,SBY_nc_48_ncl_3_nv_100_generated_r_0.20_0.60_0.20_2,1.0,2.0,Generated,0.2,0.6,0.2,50,3,SBY
1651,GA,SBY_nc_48_ncl_3_nv_100_generated_r_0.33_0.33_0.33_0,9.0,2.0,Generated,0.33,0.33,0.33,50,3,SBY
1652,GA,SBY_nc_48_ncl_3_nv_100_generated_r_0.33_0.33_0.33_1,8.0,9.0,Generated,0.33,0.33,0.33,50,3,SBY
1653,GA,SBY_nc_48_ncl_3_nv_100_generated_r_0.33_0.33_0.33_2,9.0,0.0,Generated,0.33,0.33,0.33,50,3,SBY
1654,GA,SBY_nc_48_ncl_3_nv_100_generated_r_0.60_0.20_0.20_0,7.0,7.0,Generated,0.6,0.2,0.2,50,3,SBY
1655,GA,SBY_nc_48_ncl_3_nv_100_generated_r_0.60_0.20_0.20_1,8.0,5.0,Generated,0.6,0.2,0.2,50,3,SBY
1656,GA,SBY_nc_48_ncl_3_nv_100_generated_r_0.60_0.20_0.20_2,8.0,8.0,Generated,0.6,0.2,0.2,50,3,SBY
1657,GA,SBY_nc_48_ncl_3_nv_100_historical_0,4.0,7.0,Historical,,,,50,3,SBY
1658,GA,SBY_nc_48_ncl_3_nv_100_historical_1,3.0,8.0,Historical,,,,50,3,SBY
1659,GA,SBY_nc_48_ncl_3_nv_100_historical_2,4.0,0.0,Historical,,,,50,3,SBY
1660,GA,SBY_nc_48_ncl_3_nv_100_historical_3,4.0,6.0,Historical,,,,50,3,SBY
1661,GA,SBY_nc_48_ncl_3_nv_100_historical_4,3.0,9.0,Historical,,,,50,3,SBY
1662,GA,SBY_nc_50_ncl_1_nv_100_generated_r_0.20_0.20_0.60_0,8.0,3.0,Generated,0.2,0.2,0.6,50,1,SBY
1663,GA,SBY_nc_50_ncl_1_nv_100_generated_r_0.20_0.20_0.60_1,9.0,4.0,Generated,0.2,0.2,0.6,50,1,SBY
1664,GA,SBY_nc_50_ncl_1_nv_100_generated_r_0.20_0.20_0.60_2,8.0,9.0,Generated,0.2,0.2,0.6,50,1,SBY
1665,GA,SBY_nc_50_ncl_1_nv_100_generated_r_0.20_0.60_0.20_0,1.0,1.0,Generated,0.2,0.6,0.2,50,1,SBY
1666,GA,SBY_nc_50_ncl_1_nv_100_generated_r_0.20_0.60_0.20_1,1.0,2.0,Generated,0.2,0.6,0.2,50,1,SBY
1667,GA,SBY_nc_50_ncl_1_nv_100_generated_r_0.20_0.60_0.20_2,1.0,2.0,Generated,0.2,0.6,0.2,50,1,SBY
1668,GA,SBY_nc_50_ncl_1_nv_100_generated_r_0.33_0.33_0.33_0,1.0,1.0,Generated,0.33,0.33,0.33,50,1,SBY
1669,GA,SBY_nc_50_ncl_1_nv_100_generated_r_0.33_0.33_0.33_1,1.0,0.0,Generated,0.33,0.33,0.33,50,1,SBY
1670,GA,SBY_nc_50_ncl_1_nv_100_generated_r_0.33_0.33_0.33_2,1.0,1.0,Generated,0.33,0.33,0.33,50,1,SBY
1671,GA,SBY_nc_50_ncl_1_nv_100_generated_r_0.60_0.20_0.20_0,8.0,7.0,Generated,0.6,0.2,0.2,50,1,SBY
1672,GA,SBY_nc_50_ncl_1_nv_100_generated_r_0.60_0.20_0.20_1,8.0,5.0,Generated,0.6,0.2,0.2,50,1,SBY
1673,GA,SBY_nc_50_ncl_1_nv_100_generated_r_0.60_0.20_0.20_2,8.0,3.0,Generated,0.6,0.2,0.2,50,1,SBY
1674,GA,SBY_nc_50_ncl_1_nv_100_historical_0,5.0,5.0,Historical,,,,50,1,SBY
1675,GA,SBY_nc_50_ncl_1_nv_100_historical_1,5.0,0.0,Historical,,,,50,1,SBY
1676,GA,SBY_nc_50_ncl_1_nv_100_historical_2,5.0,0.0,Historical,,,,50,1,SBY
1677,GA,SBY_nc_50_ncl_5_nv_100_generated_r_0.20_0.20_0.60_0,1.0,0.0,Generated,0.2,0.2,0.6,50,5,SBY
1678,GA,SBY_nc_50_ncl_5_nv_100_generated_r_0.20_0.20_0.60_1,1.0,0.0,Generated,0.2,0.2,0.6,50,5,SBY
1679,GA,SBY_nc_50_ncl_5_nv_100_generated_r_0.20_0.20_0.60_2,8.0,1.0,Generated,0.2,0.2,0.6,50,5,SBY
1680,GA,SBY_nc_50_ncl_5_nv_100_generated_r_0.20_0.60_0.20_0,1.0,2.0,Generated,0.2,0.6,0.2,50,5,SBY
1681,GA,SBY_nc_50_ncl_5_nv_100_generated_r_0.20_0.60_0.20_1,1.0,3.0,Generated,0.2,0.6,0.2,50,5,SBY
1682,GA,SBY_nc_50_ncl_5_nv_100_generated_r_0.20_0.60_0.20_2,1.0,3.0,Generated,0.2,0.6,0.2,50,5,SBY
1683,GA,SBY_nc_50_ncl_5_nv_100_generated_r_0.33_0.33_0.33_0,9.0,6.0,Generated,0.33,0.33,0.33,50,5,SBY
1684,GA,SBY_nc_50_ncl_5_nv_100_generated_r_0.33_0.33_0.33_1,1.0,2.0,Generated,0.33,0.33,0.33,50,5,SBY
1685,GA,SBY_nc_50_ncl_5_nv_100_generated_r_0.33_0.33_0.33_2,1.0,1.0,Generated,0.33,0.33,0.33,50,5,SBY
1686,GA,SBY_nc_50_ncl_5_nv_100_generated_r_0.60_0.20_0.20_0,7.0,3.0,Generated,0.6,0.2,0.2,50,5,SBY
1687,GA,SBY_nc_50_ncl_5_nv_100_generated_r_0.60_0.20_0.20_1,8.0,9.0,Generated,0.6,0.2,0.2,50,5,SBY
1688,GA,SBY_nc_50_ncl_5_nv_100_generated_r_0.60_0.20_0.20_2,6.0,4.0,Generated,0.6,0.2,0.2,50,5,SBY
1689,GA,SBY_nc_50_ncl_5_nv_100_historical_0,3.0,7.0,Historical,,,,50,5,SBY
1690,GA,SBY_nc_50_ncl_5_nv_100_historical_1,4.0,4.0,Historical,,,,50,5,SBY
1691,GA,SBY_nc_50_ncl_5_nv_100_historical_2,4.0,9.0,Historical,,,,50,5,SBY
1692,PSO,JK2_nc_12_ncl_5_nv_30_generated_r_0.20_0.60_0.20_0,2.0,2.0,Generated,0.2,0.6,0.2,15,5,JK2
1693,PSO,JK2_nc_12_ncl_5_nv_30_generated_r_0.60_0.20_0.20_0,1.0,9.0,Generated,0.6,0.2,0.2,15,5,JK2
1694,PSO,JK2_nc_12_ncl_5_nv_30_historical_0,9.0,3.0,Historical,,,,15,5,JK2
1695,PSO,JK2_nc_15_ncl_1_nv_30_generated_r_0.20_0.20_0.60_0,2.0,6.0,Generated,0.2,0.2,0.6,15,1,JK2
1696,PSO,JK2_nc_15_ncl_1_nv_30_generated_r_0.20_0.20_0.60_1,2.0,7.0,Generated,0.2,0.2,0.6,15,1,JK2
1697,PSO,JK2_nc_15_ncl_1_nv_30_generated_r_0.20_0.20_0.60_2,2.0,6.0,Generated,0.2,0.2,0.6,15,1,JK2
1698,PSO,JK2_nc_15_ncl_1_nv_30_generated_r_0.20_0.60_0.20_0,3.0,5.0,Generated,0.2,0.6,0.2,15,1,JK2
1699,PSO,JK2_nc_15_ncl_1_nv_30_generated_r_0.20_0.60_0.20_1,3.0,1.0,Generated,0.2,0.6,0.2,15,1,JK2
1700,PSO,JK2_nc_15_ncl_1_nv_30_generated_r_0.20_0.60_0.20_2,2.0,6.0,Generated,0.2,0.6,0.2,15,1,JK2
1701,PSO,JK2_nc_15_ncl_1_nv_30_generated_r_0.33_0.33_0.33_0,3.0,2.0,Generated,0.33,0.33,0.33,15,1,JK2
1702,PSO,JK2_nc_15_ncl_1_nv_30_generated_r_0.33_0.33_0.33_1,3.0,5.0,Generated,0.33,0.33,0.33,15,1,JK2
1703,PSO,JK2_nc_15_ncl_1_nv_30_generated_r_0.33_0.33_0.33_2,3.0,3.0,Generated,0.33,0.33,0.33,15,1,JK2
1704,PSO,JK2_nc_15_ncl_1_nv_30_generated_r_0.60_0.20_0.20_0,1.0,9.0,Generated,0.6,0.2,0.2,15,1,JK2
1705,PSO,JK2_nc_15_ncl_1_nv_30_generated_r_0.60_0.20_0.20_1,2.0,2.0,Generated,0.6,0.2,0.2,15,1,JK2
1706,PSO,JK2_nc_15_ncl_1_nv_30_generated_r_0.60_0.20_0.20_2,1.0,9.0,Generated,0.6,0.2,0.2,15,1,JK2
1707,PSO,JK2_nc_15_ncl_1_nv_30_historical_0,8.0,3.0,Historical,,,,15,1,JK2
1708,PSO,JK2_nc_15_ncl_1_nv_30_historical_1,6.0,9.0,Historical,,,,15,1,JK2
1709,PSO,JK2_nc_15_ncl_1_nv_30_historical_2,1.0,0.0,Historical,,,,15,1,JK2
1710,PSO,JK2_nc_15_ncl_3_nv_30_generated_r_0.20_0.20_0.60_0,3.0,0.0,Generated,0.2,0.2,0.6,15,3,JK2
1711,PSO,JK2_nc_15_ncl_3_nv_30_generated_r_0.20_0.20_0.60_1,2.0,6.0,Generated,0.2,0.2,0.6,15,3,JK2
1712,PSO,JK2_nc_15_ncl_3_nv_30_generated_r_0.20_0.20_0.60_2,2.0,4.0,Generated,0.2,0.2,0.6,15,3,JK2
1713,PSO,JK2_nc_15_ncl_3_nv_30_generated_r_0.20_0.60_0.20_0,3.0,4.0,Generated,0.2,0.6,0.2,15,3,JK2
1714,PSO,JK2_nc_15_ncl_3_nv_30_generated_r_0.20_0.60_0.20_1,2.0,6.0,Generated,0.2,0.6,0.2,15,3,JK2
1715,PSO,JK2_nc_15_ncl_3_nv_30_generated_r_0.20_0.60_0.20_2,3.0,0.0,Generated,0.2,0.6,0.2,15,3,JK2
1716,PSO,JK2_nc_15_ncl_3_nv_30_generated_r_0.33_0.33_0.33_0,3.0,7.0,Generated,0.33,0.33,0.33,15,3,JK2
1717,PSO,JK2_nc_15_ncl_3_nv_30_generated_r_0.33_0.33_0.33_1,2.0,2.0,Generated,0.33,0.33,0.33,15,3,JK2
1718,PSO,JK2_nc_15_ncl_3_nv_30_generated_r_0.33_0.33_0.33_2,3.0,0.0,Generated,0.33,0.33,0.33,15,3,JK2
1719,PSO,JK2_nc_15_ncl_3_nv_30_generated_r_0.60_0.20_0.20_0,2.0,2.0,Generated,0.6,0.2,0.2,15,3,JK2
1720,PSO,JK2_nc_15_ncl_3_nv_30_generated_r_0.60_0.20_0.20_1,1.0,9.0,Generated,0.6,0.2,0.2,15,3,JK2
1721,PSO,JK2_nc_15_ncl_3_nv_30_generated_r_0.60_0.20_0.20_2,2.0,2.0,Generated,0.6,0.2,0.2,15,3,JK2
1722,PSO,JK2_nc_15_ncl_3_nv_30_historical_0,1.0,0.0,Historical,,,,15,3,JK2
1723,PSO,JK2_nc_15_ncl_3_nv_30_historical_1,1.0,4.0,Historical,,,,15,3,JK2
1724,PSO,JK2_nc_15_ncl_3_nv_30_historical_2,1.0,0.0,Historical,,,,15,3,JK2
1725,PSO,JK2_nc_15_ncl_5_nv_30_generated_r_0.20_0.20_0.60_0,3.0,4.0,Generated,0.2,0.2,0.6,15,5,JK2
1726,PSO,JK2_nc_15_ncl_5_nv_30_generated_r_0.20_0.20_0.60_1,2.0,2.0,Generated,0.2,0.2,0.6,15,5,JK2
1727,PSO,JK2_nc_15_ncl_5_nv_30_generated_r_0.20_0.20_0.60_2,2.0,8.0,Generated,0.2,0.2,0.6,15,5,JK2
1728,PSO,JK2_nc_15_ncl_5_nv_30_generated_r_0.20_0.60_0.20_0,3.0,0.0,Generated,0.2,0.6,0.2,15,5,JK2
1729,PSO,JK2_nc_15_ncl_5_nv_30_generated_r_0.20_0.60_0.20_1,3.0,0.0,Generated,0.2,0.6,0.2,15,5,JK2
1730,PSO,JK2_nc_15_ncl_5_nv_30_generated_r_0.33_0.33_0.33_0,3.0,4.0,Generated,0.33,0.33,0.33,15,5,JK2
1731,PSO,JK2_nc_15_ncl_5_nv_30_generated_r_0.33_0.33_0.33_1,3.0,4.0,Generated,0.33,0.33,0.33,15,5,JK2
1732,PSO,JK2_nc_15_ncl_5_nv_30_generated_r_0.33_0.33_0.33_2,2.0,6.0,Generated,0.33,0.33,0.33,15,5,JK2
1733,PSO,JK2_nc_15_ncl_5_nv_30_generated_r_0.60_0.20_0.20_0,1.0,5.0,Generated,0.6,0.2,0.2,15,5,JK2
1734,PSO,JK2_nc_15_ncl_5_nv_30_generated_r_0.60_0.20_0.20_1,1.0,9.0,Generated,0.6,0.2,0.2,15,5,JK2
1735,PSO,JK2_nc_15_ncl_5_nv_30_historical_0,1.0,0.0,Historical,,,,15,5,JK2
1736,PSO,JK2_nc_15_ncl_5_nv_30_historical_1,9.0,3.0,Historical,,,,15,5,JK2
1737,PSO,JK2_nc_18_ncl_5_nv_60_generated_r_0.60_0.20_0.20_0,2.0,2.0,Generated,0.6,0.2,0.2,30,5,JK2
1738,PSO,JK2_nc_24_ncl_5_nv_60_generated_r_0.20_0.20_0.60_0,4.0,0.0,Generated,0.2,0.2,0.6,30,5,JK2
1739,PSO,JK2_nc_24_ncl_5_nv_60_historical_0,2.0,9.0,Historical,,,,30,5,JK2
1740,PSO,JK2_nc_30_ncl_1_nv_60_generated_r_0.20_0.20_0.60_0,5.0,2.0,Generated,0.2,0.2,0.6,30,1,JK2
1741,PSO,JK2_nc_30_ncl_1_nv_60_generated_r_0.20_0.20_0.60_1,4.0,2.0,Generated,0.2,0.2,0.6,30,1,JK2
1742,PSO,JK2_nc_30_ncl_1_nv_60_generated_r_0.20_0.20_0.60_2,5.0,2.0,Generated,0.2,0.2,0.6,30,1,JK2
1743,PSO,JK2_nc_30_ncl_1_nv_60_generated_r_0.20_0.60_0.20_0,6.0,8.0,Generated,0.2,0.6,0.2,30,1,JK2
1744,PSO,JK2_nc_30_ncl_1_nv_60_generated_r_0.20_0.60_0.20_1,6.0,0.0,Generated,0.2,0.6,0.2,30,1,JK2
1745,PSO,JK2_nc_30_ncl_1_nv_60_generated_r_0.20_0.60_0.20_2,5.0,6.0,Generated,0.2,0.6,0.2,30,1,JK2
1746,PSO,JK2_nc_30_ncl_1_nv_60_generated_r_0.33_0.33_0.33_0,5.0,6.0,Generated,0.33,0.33,0.33,30,1,JK2
1747,PSO,JK2_nc_30_ncl_1_nv_60_generated_r_0.33_0.33_0.33_1,5.0,4.0,Generated,0.33,0.33,0.33,30,1,JK2
1748,PSO,JK2_nc_30_ncl_1_nv_60_generated_r_0.33_0.33_0.33_2,5.0,7.0,Generated,0.33,0.33,0.33,30,1,JK2
1749,PSO,JK2_nc_30_ncl_1_nv_60_generated_r_0.60_0.20_0.20_0,4.0,1.0,Generated,0.6,0.2,0.2,30,1,JK2
1750,PSO,JK2_nc_30_ncl_1_nv_60_generated_r_0.60_0.20_0.20_1,3.0,8.0,Generated,0.6,0.2,0.2,30,1,JK2
1751,PSO,JK2_nc_30_ncl_1_nv_60_generated_r_0.60_0.20_0.20_2,4.0,1.0,Generated,0.6,0.2,0.2,30,1,JK2
1752,PSO,JK2_nc_30_ncl_1_nv_60_historical_0,3.0,2.0,Historical,,,,30,1,JK2
1753,PSO,JK2_nc_30_ncl_1_nv_60_historical_1,2.0,5.0,Historical,,,,30,1,JK2
1754,PSO,JK2_nc_30_ncl_1_nv_60_historical_2,2.0,5.0,Historical,,,,30,1,JK2
1755,PSO,JK2_nc_30_ncl_3_nv_60_generated_r_0.20_0.20_0.60_0,5.0,8.0,Generated,0.2,0.2,0.6,30,3,JK2
1756,PSO,JK2_nc_30_ncl_3_nv_60_generated_r_0.20_0.20_0.60_1,5.0,2.0,Generated,0.2,0.2,0.6,30,3,JK2
1757,PSO,JK2_nc_30_ncl_3_nv_60_generated_r_0.20_0.20_0.60_2,5.0,3.0,Generated,0.2,0.2,0.6,30,3,JK2
1758,PSO,JK2_nc_30_ncl_3_nv_60_generated_r_0.20_0.60_0.20_0,6.0,7.0,Generated,0.2,0.6,0.2,30,3,JK2
1759,PSO,JK2_nc_30_ncl_3_nv_60_generated_r_0.20_0.60_0.20_1,5.0,7.0,Generated,0.2,0.6,0.2,30,3,JK2
1760,PSO,JK2_nc_30_ncl_3_nv_60_generated_r_0.20_0.60_0.20_2,6.0,4.0,Generated,0.2,0.6,0.2,30,3,JK2
1761,PSO,JK2_nc_30_ncl_3_nv_60_generated_r_0.33_0.33_0.33_0,6.0,1.0,Generated,0.33,0.33,0.33,30,3,JK2
1762,PSO,JK2_nc_30_ncl_3_nv_60_generated_r_0.33_0.33_0.33_1,6.0,0.0,Generated,0.33,0.33,0.33,30,3,JK2
1763,PSO,JK2_nc_30_ncl_3_nv_60_generated_r_0.33_0.33_0.33_2,5.0,7.0,Generated,0.33,0.33,0.33,30,3,JK2
1764,PSO,JK2_nc_30_ncl_3_nv_60_generated_r_0.60_0.20_0.20_0,3.0,8.0,Generated,0.6,0.2,0.2,30,3,JK2
1765,PSO,JK2_nc_30_ncl_3_nv_60_generated_r_0.60_0.20_0.20_1,4.0,1.0,Generated,0.6,0.2,0.2,30,3,JK2
1766,PSO,JK2_nc_30_ncl_3_nv_60_generated_r_0.60_0.20_0.20_2,4.0,1.0,Generated,0.6,0.2,0.2,30,3,JK2
1767,PSO,JK2_nc_30_ncl_3_nv_60_historical_0,1.0,6.0,Historical,,,,30,3,JK2
1768,PSO,JK2_nc_30_ncl_3_nv_60_historical_1,2.0,6.0,Historical,,,,30,3,JK2
1769,PSO,JK2_nc_30_ncl_3_nv_60_historical_2,3.0,2.0,Historical,,,,30,3,JK2
1770,PSO,JK2_nc_30_ncl_3_nv_60_historical_3,3.0,5.0,Historical,,,,30,3,JK2
1771,PSO,JK2_nc_30_ncl_5_nv_60_generated_r_0.20_0.20_0.60_0,4.0,3.0,Generated,0.2,0.2,0.6,30,5,JK2
1772,PSO,JK2_nc_30_ncl_5_nv_60_generated_r_0.20_0.20_0.60_1,4.0,9.0,Generated,0.2,0.2,0.6,30,5,JK2
1773,PSO,JK2_nc_30_ncl_5_nv_60_generated_r_0.20_0.60_0.20_0,6.0,4.0,Generated,0.2,0.6,0.2,30,5,JK2
1774,PSO,JK2_nc_30_ncl_5_nv_60_generated_r_0.20_0.60_0.20_1,6.0,0.0,Generated,0.2,0.6,0.2,30,5,JK2
1775,PSO,JK2_nc_30_ncl_5_nv_60_generated_r_0.20_0.60_0.20_2,5.0,6.0,Generated,0.2,0.6,0.2,30,5,JK2
1776,PSO,JK2_nc_30_ncl_5_nv_60_generated_r_0.33_0.33_0.33_0,6.0,4.0,Generated,0.33,0.33,0.33,30,5,JK2
1777,PSO,JK2_nc_30_ncl_5_nv_60_generated_r_0.33_0.33_0.33_1,6.0,4.0,Generated,0.33,0.33,0.33,30,5,JK2
1778,PSO,JK2_nc_30_ncl_5_nv_60_generated_r_0.33_0.33_0.33_2,6.0,4.0,Generated,0.33,0.33,0.33,30,5,JK2
1779,PSO,JK2_nc_30_ncl_5_nv_60_generated_r_0.60_0.20_0.20_0,4.0,1.0,Generated,0.6,0.2,0.2,30,5,JK2
1780,PSO,JK2_nc_30_ncl_5_nv_60_generated_r_0.60_0.20_0.20_1,4.0,9.0,Generated,0.6,0.2,0.2,30,5,JK2
1781,PSO,JK2_nc_30_ncl_5_nv_60_historical_0,2.0,9.0,Historical,,,,30,5,JK2
1782,PSO,JK2_nc_30_ncl_5_nv_60_historical_1,1.0,9.0,Historical,,,,30,5,JK2
1783,PSO,JK2_nc_48_ncl_3_nv_100_generated_r_0.20_0.20_0.60_0,7.0,9.0,Generated,0.2,0.2,0.6,50,3,JK2
1784,PSO,JK2_nc_48_ncl_3_nv_100_generated_r_0.20_0.20_0.60_1,7.0,8.0,Generated,0.2,0.2,0.6,50,3,JK2
1785,PSO,JK2_nc_48_ncl_3_nv_100_generated_r_0.20_0.20_0.60_2,7.0,0.0,Generated,0.2,0.2,0.6,50,3,JK2
1786,PSO,JK2_nc_48_ncl_3_nv_100_generated_r_0.20_0.60_0.20_0,9.0,4.0,Generated,0.2,0.6,0.2,50,3,JK2
1787,PSO,JK2_nc_48_ncl_3_nv_100_generated_r_0.20_0.60_0.20_1,9.0,8.0,Generated,0.2,0.6,0.2,50,3,JK2
1788,PSO,JK2_nc_48_ncl_3_nv_100_generated_r_0.20_0.60_0.20_2,1.0,0.0,Generated,0.2,0.6,0.2,50,3,JK2
1789,PSO,JK2_nc_48_ncl_3_nv_100_generated_r_0.33_0.33_0.33_0,9.0,0.0,Generated,0.33,0.33,0.33,50,3,JK2
1790,PSO,JK2_nc_48_ncl_3_nv_100_generated_r_0.33_0.33_0.33_1,9.0,8.0,Generated,0.33,0.33,0.33,50,3,JK2
1791,PSO,JK2_nc_48_ncl_3_nv_100_generated_r_0.33_0.33_0.33_2,8.0,6.0,Generated,0.33,0.33,0.33,50,3,JK2
1792,PSO,JK2_nc_48_ncl_3_nv_100_generated_r_0.60_0.20_0.20_0,6.0,2.0,Generated,0.6,0.2,0.2,50,3,JK2
1793,PSO,JK2_nc_48_ncl_3_nv_100_generated_r_0.60_0.20_0.20_1,6.0,8.0,Generated,0.6,0.2,0.2,50,3,JK2
