=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  6.804649E+07 |  5.355951E+07
     2 |      100 |  6.107751E+07 |  5.355951E+07
     3 |      150 |  5.940755E+07 |  5.355951E+07
     4 |      200 |  5.731051E+07 |  4.942350E+07
     5 |      250 |  5.568299E+07 |  4.868250E+07
     6 |      300 |  5.460797E+07 |  4.818643E+07
     7 |      350 |  5.391855E+07 |  4.818643E+07
     8 |      400 |  5.336445E+07 |  4.818643E+07
     9 |      450 |  5.324575E+07 |  4.818643E+07
    10 |      500 |  5.282577E+07 |  4.818643E+07
    11 |      550 |  5.229831E+07 |  4.818643E+07
    12 |      600 |  5.187240E+07 |  4.818643E+07
    13 |      650 |  5.148798E+07 |  4.818643E+07
    14 |      700 |  5.139370E+07 |  4.818643E+07
    15 |      750 |  5.107808E+07 |  4.818643E+07
    16 |      800 |  5.088897E+07 |  4.818643E+07
    17 |      850 |  5.053496E+07 |  4.818643E+07
    18 |      900 |  5.023134E+07 |  4.818643E+07
    19 |      950 |  5.023134E+07 |  4.818643E+07
    20 |     1000 |  4.999636E+07 |  4.818643E+07
    21 |     1050 |  4.948107E+07 |  4.495755E+07
    22 |     1100 |  4.937905E+07 |  4.495755E+07
    23 |     1150 |  4.916244E+07 |  4.495755E+07
    24 |     1200 |  4.910887E+07 |  4.495755E+07
    25 |     1250 |  4.905638E+07 |  4.495755E+07
    26 |     1300 |  4.890162E+07 |  4.495755E+07
    27 |     1350 |  4.877248E+07 |  4.495755E+07
    28 |     1400 |  4.873300E+07 |  4.495755E+07
    29 |     1450 |  4.862469E+07 |  4.495755E+07
    30 |     1500 |  4.860265E+07 |  4.495755E+07
    31 |     1550 |  4.854684E+07 |  4.495755E+07
    32 |     1600 |  4.839831E+07 |  4.495755E+07
    33 |     1650 |  4.839831E+07 |  4.495755E+07
    34 |     1700 |  4.839831E+07 |  4.495755E+07
    35 |     1750 |  4.839258E+07 |  4.495755E+07
    36 |     1800 |  4.839258E+07 |  4.495755E+07
    37 |     1850 |  4.837004E+07 |  4.495755E+07
    38 |     1900 |  4.834145E+07 |  4.495755E+07
    39 |     1950 |  4.834145E+07 |  4.495755E+07
    40 |     2000 |  4.832812E+07 |  4.495755E+07
    41 |     2050 |  4.832812E+07 |  4.495755E+07
    42 |     2100 |  4.831893E+07 |  4.495755E+07
    43 |     2150 |  4.829064E+07 |  4.495755E+07
    44 |     2200 |  4.828141E+07 |  4.495755E+07
    45 |     2250 |  4.820361E+07 |  4.495755E+07
    46 |     2300 |  4.812793E+07 |  4.495755E+07
    47 |     2350 |  4.810544E+07 |  4.495755E+07
    48 |     2400 |  4.809518E+07 |  4.495755E+07
    49 |     2450 |  4.808900E+07 |  4.495755E+07
    50 |     2500 |  4.808281E+07 |  4.495755E+07
    51 |     2550 |  4.804861E+07 |  4.495755E+07
