=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  1.207411E+08 |  1.028331E+08
     2 |      100 |  1.091756E+08 |  9.731453E+07
     3 |      150 |  1.044710E+08 |  9.057660E+07
     4 |      200 |  1.016913E+08 |  9.057660E+07
     5 |      250 |  9.964870E+07 |  9.057660E+07
     6 |      300 |  9.913208E+07 |  9.057660E+07
     7 |      350 |  9.808583E+07 |  9.057660E+07
     8 |      400 |  9.730465E+07 |  9.057660E+07
     9 |      450 |  9.645141E+07 |  8.965070E+07
    10 |      500 |  9.586275E+07 |  8.965070E+07
    11 |      550 |  9.540081E+07 |  8.965070E+07
    12 |      600 |  9.490935E+07 |  8.965070E+07
    13 |      650 |  9.427914E+07 |  8.965070E+07
    14 |      700 |  9.389347E+07 |  8.965070E+07
    15 |      750 |  9.379797E+07 |  8.965070E+07
    16 |      800 |  9.367548E+07 |  8.965070E+07
    17 |      850 |  9.328160E+07 |  8.965070E+07
    18 |      900 |  9.260797E+07 |  8.864677E+07
    19 |      950 |  9.186499E+07 |  8.769076E+07
    20 |     1000 |  9.159711E+07 |  8.769076E+07
    21 |     1050 |  9.110082E+07 |  8.131795E+07
    22 |     1100 |  9.089590E+07 |  8.131795E+07
    23 |     1150 |  9.075206E+07 |  8.131795E+07
    24 |     1200 |  9.056868E+07 |  8.131795E+07
    25 |     1250 |  9.028804E+07 |  8.131795E+07
    26 |     1300 |  9.000800E+07 |  8.131795E+07
    27 |     1350 |  8.982852E+07 |  8.131795E+07
    28 |     1400 |  8.965744E+07 |  8.131795E+07
    29 |     1450 |  8.960991E+07 |  8.131795E+07
    30 |     1500 |  8.939226E+07 |  8.131795E+07
    31 |     1550 |  8.920313E+07 |  8.131795E+07
    32 |     1600 |  8.894361E+07 |  8.131795E+07
    33 |     1650 |  8.883664E+07 |  8.131795E+07
    34 |     1700 |  8.875119E+07 |  8.131795E+07
    35 |     1750 |  8.857080E+07 |  8.131795E+07
    36 |     1800 |  8.834624E+07 |  8.131795E+07
    37 |     1850 |  8.810371E+07 |  8.131795E+07
    38 |     1900 |  8.795156E+07 |  8.131795E+07
    39 |     1950 |  8.794363E+07 |  8.131795E+07
    40 |     2000 |  8.775291E+07 |  8.131795E+07
    41 |     2050 |  8.756947E+07 |  8.131795E+07
    42 |     2100 |  8.756577E+07 |  8.131795E+07
    43 |     2150 |  8.744206E+07 |  8.131795E+07
    44 |     2200 |  8.741599E+07 |  8.131795E+07
    45 |     2250 |  8.733814E+07 |  8.131795E+07
    46 |     2300 |  8.701081E+07 |  8.131795E+07
    47 |     2350 |  8.696434E+07 |  8.131795E+07
    48 |     2400 |  8.689689E+07 |  8.131795E+07
    49 |     2450 |  8.672708E+07 |  8.131795E+07
    50 |     2500 |  8.668643E+07 |  8.131795E+07
    51 |     2550 |  8.649375E+07 |  8.131795E+07
