de SBY_nc_50_ncl_1_nv_100_generated_r_0.20_0.20_0.60_0.json
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  1.061428E+08 |  8.900504E+07
     2 |      100 |  9.885159E+07 |  8.900504E+07
     3 |      150 |  9.621398E+07 |  8.506339E+07
     4 |      200 |  9.474080E+07 |  8.506339E+07
     5 |      250 |  9.306483E+07 |  8.506339E+07
     6 |      300 |  9.224645E+07 |  8.322609E+07
     7 |      350 |  9.155382E+07 |  8.322609E+07
     8 |      400 |  9.051235E+07 |  8.322609E+07
     9 |      450 |  9.019997E+07 |  8.322609E+07
    10 |      500 |  8.973512E+07 |  8.322609E+07
    11 |      550 |  8.959582E+07 |  8.322609E+07
    12 |      600 |  8.921907E+07 |  8.322609E+07
    13 |      650 |  8.889210E+07 |  8.322609E+07
    14 |      700 |  8.884993E+07 |  8.322609E+07
    15 |      750 |  8.843664E+07 |  8.322609E+07
    16 |      800 |  8.810863E+07 |  8.322609E+07
    17 |      850 |  8.773293E+07 |  8.322609E+07
    18 |      900 |  8.740390E+07 |  8.261949E+07
    19 |      950 |  8.718949E+07 |  8.043438E+07
    20 |     1000 |  8.708848E+07 |  8.043438E+07
    21 |     1050 |  8.686160E+07 |  8.043438E+07
    22 |     1100 |  8.654673E+07 |  7.814320E+07
    23 |     1150 |  8.634734E+07 |  7.814320E+07
    24 |     1200 |  8.611219E+07 |  7.814320E+07
    25 |     1250 |  8.604146E+07 |  7.814320E+07
    26 |     1300 |  8.596019E+07 |  7.814320E+07
    27 |     1350 |  8.581722E+07 |  7.814320E+07
    28 |     1400 |  8.574814E+07 |  7.814320E+07
    29 |     1450 |  8.547491E+07 |  7.814320E+07
    30 |     1500 |  8.538769E+07 |  7.814320E+07
    31 |     1550 |  8.520036E+07 |  7.814320E+07
    32 |     1600 |  8.518182E+07 |  7.814320E+07
    33 |     1650 |  8.506302E+07 |  7.814320E+07
    34 |     1700 |  8.494723E+07 |  7.814320E+07
    35 |     1750 |  8.486750E+07 |  7.814320E+07
    36 |     1800 |  8.485730E+07 |  7.814320E+07
    37 |     1850 |  8.474175E+07 |  7.814320E+07
    38 |     1900 |  8.467337E+07 |  7.814320E+07
    39 |     1950 |  8.464767E+07 |  7.814320E+07
    40 |     2000 |  8.456875E+07 |  7.814320E+07
    41 |     2050 |  8.448049E+07 |  7.814320E+07
    42 |     2100 |  8.445058E+07 |  7.814320E+07
    43 |     2150 |  8.433223E+07 |  7.814320E+07
    44 |     2200 |  8.433223E+07 |  7.814320E+07
    45 |     2250 |  8.432554E+07 |  7.814320E+07
    46 |     2300 |  8.432554E+07 |  7.814320E+07
    47 |     2350 |  8.419630E+07 |  7.814320E+07
    48 |     2400 |  8.406901E+07 |  7.814320E+07
    49 |     2450 |  8.404642E+07 |  7.814320E+07
    50 |     2500 |  8.399867E+07 |  7.814320E+07
    51 |     2550 |  8.393375E+07 |  7.814320E+07
    52 |     2600 |  8.393314E+07 |  7.814320E+07
