de JK2_nc_50_ncl_5_nv_100_generated_r_0.20_0.60_0.20_2.json
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  1.239127E+08 |  1.099064E+08
     2 |      100 |  1.209035E+08 |  1.098826E+08
     3 |      150 |  1.188762E+08 |  8.778147E+07
     4 |      200 |  1.178235E+08 |  8.778147E+07
     5 |      250 |  1.170761E+08 |  8.778147E+07
     6 |      300 |  1.165390E+08 |  8.778147E+07
     7 |      350 |  1.158682E+08 |  8.778147E+07
     8 |      400 |  1.149612E+08 |  8.778147E+07
     9 |      450 |  1.141201E+08 |  8.778147E+07
    10 |      500 |  1.132267E+08 |  8.778147E+07
    11 |      550 |  1.128188E+08 |  8.778147E+07
    12 |      600 |  1.116520E+08 |  8.778147E+07
    13 |      650 |  1.112769E+08 |  8.778147E+07
    14 |      700 |  1.108506E+08 |  8.778147E+07
    15 |      750 |  1.103976E+08 |  8.778147E+07
    16 |      800 |  1.102711E+08 |  8.778147E+07
    17 |      850 |  1.098886E+08 |  8.778147E+07
    18 |      900 |  1.093566E+08 |  8.778147E+07
    19 |      950 |  1.092795E+08 |  8.778147E+07
    20 |     1000 |  1.089773E+08 |  8.778147E+07
    21 |     1050 |  1.080175E+08 |  8.778147E+07
    22 |     1100 |  1.077891E+08 |  8.778147E+07
    23 |     1150 |  1.077099E+08 |  8.778147E+07
    24 |     1200 |  1.074918E+08 |  8.778147E+07
    25 |     1250 |  1.072657E+08 |  8.778147E+07
    26 |     1300 |  1.071906E+08 |  8.778147E+07
    27 |     1350 |  1.069767E+08 |  8.778147E+07
    28 |     1400 |  1.069767E+08 |  8.778147E+07
    29 |     1450 |  1.069682E+08 |  8.778147E+07
    30 |     1500 |  1.068958E+08 |  8.778147E+07
    31 |     1550 |  1.068863E+08 |  8.778147E+07
    32 |     1600 |  1.068584E+08 |  8.778147E+07
    33 |     1650 |  1.065699E+08 |  8.778147E+07
