de MKS_nc_48_ncl_3_nv_100_generated_r_0.20_0.20_0.60_0.json
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  1.050139E+08 |  9.080569E+07
     2 |      100 |  9.594473E+07 |  7.931722E+07
     3 |      150 |  9.211529E+07 |  7.931722E+07
     4 |      200 |  9.001078E+07 |  7.931722E+07
     5 |      250 |  8.810616E+07 |  7.931722E+07
     6 |      300 |  8.713788E+07 |  7.931722E+07
     7 |      350 |  8.622478E+07 |  7.888648E+07
     8 |      400 |  8.555010E+07 |  7.888648E+07
     9 |      450 |  8.526877E+07 |  7.888648E+07
    10 |      500 |  8.489569E+07 |  7.884553E+07
    11 |      550 |  8.453770E+07 |  7.884553E+07
    12 |      600 |  8.436518E+07 |  7.846645E+07
    13 |      650 |  8.428824E+07 |  7.846645E+07
    14 |      700 |  8.393292E+07 |  7.846645E+07
    15 |      750 |  8.373952E+07 |  7.846645E+07
    16 |      800 |  8.346869E+07 |  7.779396E+07
    17 |      850 |  8.319618E+07 |  7.779396E+07
    18 |      900 |  8.317900E+07 |  7.779396E+07
    19 |      950 |  8.302432E+07 |  7.779396E+07
    20 |     1000 |  8.283068E+07 |  7.758382E+07
    21 |     1050 |  8.263351E+07 |  7.758382E+07
    22 |     1100 |  8.258065E+07 |  7.758382E+07
    23 |     1150 |  8.242993E+07 |  7.758382E+07
    24 |     1200 |  8.213249E+07 |  7.671551E+07
    25 |     1250 |  8.193600E+07 |  7.671551E+07
    26 |     1300 |  8.154155E+07 |  7.482233E+07
    27 |     1350 |  8.150606E+07 |  7.482233E+07
    28 |     1400 |  8.136187E+07 |  7.482233E+07
    29 |     1450 |  8.124523E+07 |  7.482233E+07
    30 |     1500 |  8.101061E+07 |  7.482233E+07
    31 |     1550 |  8.089923E+07 |  7.482233E+07
    32 |     1600 |  8.089923E+07 |  7.482233E+07
    33 |     1650 |  8.086590E+07 |  7.482233E+07
    34 |     1700 |  8.066896E+07 |  7.482233E+07
    35 |     1750 |  8.066896E+07 |  7.482233E+07
    36 |     1800 |  8.061426E+07 |  7.482233E+07
    37 |     1850 |  8.056420E+07 |  7.482233E+07
    38 |     1900 |  8.048036E+07 |  7.482233E+07
    39 |     1950 |  8.035184E+07 |  7.482233E+07
    40 |     2000 |  8.030263E+07 |  7.482233E+07
    41 |     2050 |  8.030263E+07 |  7.482233E+07
    42 |     2100 |  8.030011E+07 |  7.482233E+07
    43 |     2150 |  8.013958E+07 |  7.482233E+07
    44 |     2200 |  8.000971E+07 |  7.482233E+07
