=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  1.591683E+08 |  1.436852E+08
     2 |      100 |  1.504190E+08 |  1.391023E+08
     3 |      150 |  1.461305E+08 |  1.362280E+08
     4 |      200 |  1.433587E+08 |  1.349722E+08
     5 |      250 |  1.415828E+08 |  1.330066E+08
     6 |      300 |  1.410693E+08 |  1.330066E+08
     7 |      350 |  1.395131E+08 |  1.276681E+08
     8 |      400 |  1.391585E+08 |  1.276681E+08
     9 |      450 |  1.383870E+08 |  1.276681E+08
    10 |      500 |  1.375185E+08 |  1.276681E+08
    11 |      550 |  1.368811E+08 |  1.276681E+08
    12 |      600 |  1.360535E+08 |  1.276681E+08
    13 |      650 |  1.352938E+08 |  1.256417E+08
    14 |      700 |  1.351633E+08 |  1.256417E+08
    15 |      750 |  1.341721E+08 |  1.256417E+08
    16 |      800 |  1.334685E+08 |  1.256417E+08
    17 |      850 |  1.331473E+08 |  1.256417E+08
    18 |      900 |  1.325568E+08 |  1.256417E+08
    19 |      950 |  1.321719E+08 |  1.256417E+08
    20 |     1000 |  1.320905E+08 |  1.256417E+08
    21 |     1050 |  1.318420E+08 |  1.256417E+08
    22 |     1100 |  1.313490E+08 |  1.252716E+08
    23 |     1150 |  1.308554E+08 |  1.252607E+08
    24 |     1200 |  1.302087E+08 |  1.250762E+08
    25 |     1250 |  1.301369E+08 |  1.250762E+08
    26 |     1300 |  1.296687E+08 |  1.250762E+08
    27 |     1350 |  1.294152E+08 |  1.250762E+08
    28 |     1400 |  1.292565E+08 |  1.245260E+08
    29 |     1450 |  1.292565E+08 |  1.245260E+08
    30 |     1500 |  1.286831E+08 |  1.235465E+08
    31 |     1550 |  1.279980E+08 |  1.206809E+08
    32 |     1600 |  1.279720E+08 |  1.206809E+08
    33 |     1650 |  1.279112E+08 |  1.206809E+08
    34 |     1700 |  1.276925E+08 |  1.206809E+08
    35 |     1750 |  1.274339E+08 |  1.206809E+08
    36 |     1800 |  1.272052E+08 |  1.206809E+08
    37 |     1850 |  1.268824E+08 |  1.206809E+08
    38 |     1900 |  1.268653E+08 |  1.206809E+08
    39 |     1950 |  1.267778E+08 |  1.206809E+08
    40 |     2000 |  1.266039E+08 |  1.206809E+08
    41 |     2050 |  1.263518E+08 |  1.206809E+08
    42 |     2100 |  1.260245E+08 |  1.206809E+08
    43 |     2150 |  1.257510E+08 |  1.206809E+08
    44 |     2200 |  1.257049E+08 |  1.206809E+08
    45 |     2250 |  1.256205E+08 |  1.206809E+08
    46 |     2300 |  1.256205E+08 |  1.206809E+08
    47 |     2350 |  1.255649E+08 |  1.206809E+08
    48 |     2400 |  1.254385E+08 |  1.206809E+08
    49 |     2450 |  1.252003E+08 |  1.193487E+08
    50 |     2500 |  1.251178E+08 |  1.193487E+08
    51 |     2550 |  1.250257E+08 |  1.193487E+08
    52 |     2600 |  1.250020E+08 |  1.193487E+08
    53 |     2650 |  1.248404E+08 |  1.193487E+08
    54 |     2700 |  1.248087E+08 |  1.193487E+08
    55 |     2750 |  1.247553E+08 |  1.193487E+08
    56 |     2800 |  1.246426E+08 |  1.193487E+08
    57 |     2850 |  1.245652E+08 |  1.193487E+08
    58 |     2900 |  1.244364E+08 |  1.193487E+08
    59 |     2950 |  1.243122E+08 |  1.193487E+08
    60 |     3000 |  1.243122E+08 |  1.193487E+08
    61 |     3050 |  1.242066E+08 |  1.193487E+08
    62 |     3100 |  1.240440E+08 |  1.193487E+08
    63 |     3150 |  1.240330E+08 |  1.193487E+08
    64 |     3200 |  1.239786E+08 |  1.193487E+08
    65 |     3250 |  1.239245E+08 |  1.193487E+08
    66 |     3300 |  1.238496E+08 |  1.193487E+08
    67 |     3350 |  1.238171E+08 |  1.193487E+08
    68 |     3400 |  1.237443E+08 |  1.193487E+08
    69 |     3450 |  1.237443E+08 |  1.193487E+08
    70 |     3500 |  1.237443E+08 |  1.193487E+08
    71 |     3550 |  1.237146E+08 |  1.193487E+08
    72 |     3600 |  1.237130E+08 |  1.193487E+08
    73 |     3650 |  1.236968E+08 |  1.193487E+08
    74 |     3700 |  1.236809E+08 |  1.193487E+08
    75 |     3750 |  1.236809E+08 |  1.193487E+08
    76 |     3800 |  1.236809E+08 |  1.193487E+08
