=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  7.502716E+07 |  5.791975E+07
     2 |      100 |  6.941794E+07 |  5.791975E+07
     3 |      150 |  6.709011E+07 |  5.791975E+07
     4 |      200 |  6.522158E+07 |  5.791975E+07
     5 |      250 |  6.392436E+07 |  5.791975E+07
     6 |      300 |  6.280086E+07 |  5.695878E+07
     7 |      350 |  6.152674E+07 |  5.331987E+07
     8 |      400 |  5.987239E+07 |  5.331987E+07
     9 |      450 |  5.843041E+07 |  4.787608E+07
    10 |      500 |  5.652001E+07 |  4.787608E+07
    11 |      550 |  5.433558E+07 |  4.787608E+07
    12 |      600 |  5.226061E+07 |  4.787608E+07
    13 |      650 |  5.024799E+07 |  4.503403E+07
    14 |      700 |  4.881454E+07 |  4.362799E+07
    15 |      750 |  4.750293E+07 |  3.995641E+07
    16 |      800 |  4.632715E+07 |  3.995641E+07
    17 |      850 |  4.500704E+07 |  3.995641E+07
    18 |      900 |  4.402144E+07 |  3.995641E+07
    19 |      950 |  4.313198E+07 |  3.855027E+07
    20 |     1000 |  4.222331E+07 |  3.707173E+07
    21 |     1050 |  4.143554E+07 |  3.707173E+07
    22 |     1100 |  4.017016E+07 |  3.601159E+07
    23 |     1150 |  3.895327E+07 |  3.571498E+07
    24 |     1200 |  3.801874E+07 |  3.571498E+07
    25 |     1250 |  3.720057E+07 |  3.386079E+07
    26 |     1300 |  3.649359E+07 |  3.297060E+07
    27 |     1350 |  3.578100E+07 |  3.297060E+07
    28 |     1400 |  3.521406E+07 |  3.297060E+07
    29 |     1450 |  3.438514E+07 |  3.100775E+07
    30 |     1500 |  3.344939E+07 |  3.100775E+07
    31 |     1550 |  3.285688E+07 |  3.100775E+07
    32 |     1600 |  3.239410E+07 |  3.097058E+07
    33 |     1650 |  3.182576E+07 |  3.052832E+07
    34 |     1700 |  3.129873E+07 |  3.052832E+07
    35 |     1750 |  3.098478E+07 |  3.052832E+07
    36 |     1800 |  3.081324E+07 |  3.052832E+07
    37 |     1850 |  3.058936E+07 |  3.052832E+07
    38 |     1900 |  3.052831E+07 |  3.052812E+07
    39 |     1950 |  3.052831E+07 |  3.052812E+07
    40 |     2000 |  3.052665E+07 |  3.044698E+07
    41 |     2050 |  3.052413E+07 |  3.040311E+07
    42 |     2100 |  3.051902E+07 |  3.040030E+07
    43 |     2150 |  3.050637E+07 |  3.040030E+07
    44 |     2200 |  3.048124E+07 |  3.040030E+07
    45 |     2250 |  3.044207E+07 |  3.040010E+07
    46 |     2300 |  3.040233E+07 |  3.039981E+07
    47 |     2350 |  3.039832E+07 |  3.022544E+07
    48 |     2400 |  3.039032E+07 |  3.022243E+07
    49 |     2450 |  3.037545E+07 |  3.022243E+07
    50 |     2500 |  3.034728E+07 |  3.022243E+07
    51 |     2550 |  3.027673E+07 |  3.022235E+07
    52 |     2600 |  3.022323E+07 |  3.022215E+07
    53 |     2650 |  3.022240E+07 |  3.022215E+07
    54 |     2700 |  3.022236E+07 |  3.022215E+07
    55 |     2750 |  3.019421E+07 |  2.881738E+07
    56 |     2800 |  3.019411E+07 |  2.881738E+07
    57 |     2850 |  3.017605E+07 |  2.881738E+07
    58 |     2900 |  3.014011E+07 |  2.881738E+07
    59 |     2950 |  3.010418E+07 |  2.881738E+07
    60 |     3000 |  2.994802E+07 |  2.881738E+07
    61 |     3050 |  2.970220E+07 |  2.754069E+07
    62 |     3100 |  2.922939E+07 |  2.703649E+07
    63 |     3150 |  2.880408E+07 |  2.703649E+07
    64 |     3200 |  2.848440E+07 |  2.563524E+07
    65 |     3250 |  2.795812E+07 |  2.563144E+07
    66 |     3300 |  2.688474E+07 |  2.563144E+07
    67 |     3350 |  2.610108E+07 |  2.559679E+07
    68 |     3400 |  2.569981E+07 |  2.554785E+07
    69 |     3450 |  2.562721E+07 |  2.554785E+07
    70 |     3500 |  2.562294E+07 |  2.554785E+07
    71 |     3550 |  2.561299E+07 |  2.554405E+07
    72 |     3600 |  2.558942E+07 |  2.550560E+07
    73 |     3650 |  2.556688E+07 |  2.550560E+07
    74 |     3700 |  2.550700E+07 |  2.415486E+07
    75 |     3750 |  2.542858E+07 |  2.411641E+07
    76 |     3800 |  2.529809E+07 |  2.409839E+07
    77 |     3850 |  2.502733E+07 |  2.409839E+07
    78 |     3900 |  2.463097E+07 |  2.409839E+07
    79 |     3950 |  2.411322E+07 |  2.359436E+07
    80 |     4000 |  2.408677E+07 |  2.359436E+07
    81 |     4050 |  2.404015E+07 |  2.359436E+07
    82 |     4100 |  2.396988E+07 |  2.353986E+07
    83 |     4150 |  2.382277E+07 |  2.353789E+07
    84 |     4200 |  2.360565E+07 |  2.353789E+07
    85 |     4250 |  2.356390E+07 |  2.353789E+07
    86 |     4300 |  2.354237E+07 |  2.353789E+07
    87 |     4350 |  2.353776E+07 |  2.353397E+07
    88 |     4400 |  2.353728E+07 |  2.353009E+07
    89 |     4450 |  2.353593E+07 |  2.353009E+07
    90 |     4500 |  2.353376E+07 |  2.352740E+07
    91 |     4550 |  2.353260E+07 |  2.352740E+07
    92 |     4600 |  2.353162E+07 |  2.352740E+07
    93 |     4650 |  2.353021E+07 |  2.352740E+07
    94 |     4700 |  2.352960E+07 |  2.352642E+07
    95 |     4750 |  2.352901E+07 |  2.352373E+07
    96 |     4800 |  2.352784E+07 |  2.352233E+07
    97 |     4850 |  2.352693E+07 |  2.352022E+07
    98 |     4900 |  2.352647E+07 |  2.352022E+07
    99 |     4950 |  2.352563E+07 |  2.351980E+07
   100 |     5000 |  2.352427E+07 |  2.351964E+07
