de SBY_nc_50_ncl_1_nv_100_generated_r_0.33_0.33_0.33_1.json
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  1.185323E+08 |  1.057410E+08
     2 |      100 |  1.152749E+08 |  1.046350E+08
     3 |      150 |  1.134994E+08 |  1.044460E+08
     4 |      200 |  1.124840E+08 |  1.044460E+08
     5 |      250 |  1.111377E+08 |  1.033551E+08
     6 |      300 |  1.101556E+08 |  9.880930E+07
     7 |      350 |  1.095508E+08 |  9.880930E+07
     8 |      400 |  1.093196E+08 |  9.880930E+07
     9 |      450 |  1.087312E+08 |  9.880930E+07
    10 |      500 |  1.082287E+08 |  9.880930E+07
    11 |      550 |  1.078834E+08 |  9.880930E+07
    12 |      600 |  1.073610E+08 |  9.880930E+07
    13 |      650 |  1.071640E+08 |  9.880930E+07
    14 |      700 |  1.067096E+08 |  9.880930E+07
    15 |      750 |  1.066210E+08 |  9.880930E+07
    16 |      800 |  1.063503E+08 |  9.880930E+07
    17 |      850 |  1.061934E+08 |  9.880930E+07
    18 |      900 |  1.059981E+08 |  9.880930E+07
    19 |      950 |  1.059403E+08 |  9.880930E+07
    20 |     1000 |  1.058645E+08 |  9.880930E+07
    21 |     1050 |  1.056330E+08 |  9.873352E+07
    22 |     1100 |  1.054638E+08 |  9.873352E+07
    23 |     1150 |  1.053856E+08 |  9.873352E+07
    24 |     1200 |  1.053634E+08 |  9.873352E+07
    25 |     1250 |  1.052723E+08 |  9.873352E+07
    26 |     1300 |  1.051852E+08 |  9.873352E+07
    27 |     1350 |  1.050355E+08 |  9.873352E+07
    28 |     1400 |  1.050266E+08 |  9.873352E+07
    29 |     1450 |  1.049106E+08 |  9.873352E+07
    30 |     1500 |  1.049106E+08 |  9.873352E+07
    31 |     1550 |  1.045152E+08 |  9.820863E+07
    32 |     1600 |  1.044684E+08 |  9.820863E+07
    33 |     1650 |  1.040395E+08 |  9.512262E+07
    34 |     1700 |  1.040048E+08 |  9.512262E+07
    35 |     1750 |  1.038636E+08 |  9.512262E+07
    36 |     1800 |  1.037825E+08 |  9.512262E+07
    37 |     1850 |  1.037650E+08 |  9.512262E+07
    38 |     1900 |  1.036396E+08 |  9.512262E+07
    39 |     1950 |  1.035745E+08 |  9.512262E+07
    40 |     2000 |  1.035624E+08 |  9.512262E+07
    41 |     2050 |  1.034351E+08 |  9.512262E+07
    42 |     2100 |  1.032198E+08 |  9.512262E+07
    43 |     2150 |  1.031684E+08 |  9.512262E+07
    44 |     2200 |  1.031510E+08 |  9.512262E+07
    45 |     2250 |  1.030984E+08 |  9.512262E+07
    46 |     2300 |  1.030839E+08 |  9.512262E+07
    47 |     2350 |  1.028923E+08 |  9.387922E+07
    48 |     2400 |  1.027037E+08 |  9.387922E+07
    49 |     2450 |  1.026948E+08 |  9.387922E+07
    50 |     2500 |  1.026261E+08 |  9.387922E+07
    51 |     2550 |  1.026261E+08 |  9.387922E+07
    52 |     2600 |  1.026261E+08 |  9.387922E+07
    53 |     2650 |  1.023178E+08 |  9.387922E+07
    54 |     2700 |  1.022721E+08 |  9.387922E+07
    55 |     2750 |  1.022476E+08 |  9.387922E+07
    56 |     2800 |  1.022476E+08 |  9.387922E+07
    57 |     2850 |  1.022357E+08 |  9.387922E+07
    58 |     2900 |  1.021477E+08 |  9.387922E+07
    59 |     2950 |  1.020653E+08 |  9.387922E+07
    60 |     3000 |  1.020023E+08 |  9.387922E+07
    61 |     3050 |  1.018408E+08 |  9.387922E+07
    62 |     3100 |  1.018408E+08 |  9.387922E+07
    63 |     3150 |  1.018313E+08 |  9.387922E+07
    64 |     3200 |  1.018313E+08 |  9.387922E+07
    65 |     3250 |  1.017392E+08 |  9.387922E+07
    66 |     3300 |  1.017336E+08 |  9.387922E+07
    67 |     3350 |  1.015754E+08 |  9.387922E+07
    68 |     3400 |  1.014366E+08 |  9.387922E+07
    69 |     3450 |  1.014261E+08 |  9.387922E+07
    70 |     3500 |  1.014022E+08 |  9.387922E+07
    71 |     3550 |  1.014001E+08 |  9.387922E+07
    72 |     3600 |  1.014000E+08 |  9.387922E+07
    73 |     3650 |  1.011915E+08 |  9.387922E+07
    74 |     3700 |  1.011764E+08 |  9.387922E+07
    75 |     3750 |  1.011764E+08 |  9.387922E+07
    76 |     3800 |  1.011764E+08 |  9.387922E+07
    77 |     3850 |  1.011356E+08 |  9.387922E+07
