de MKS_nc_30_ncl_5_nv_60_generated_r_0.20_0.60_0.20_0.json
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  8.331276E+07 |  7.314348E+07
     2 |      100 |  7.936101E+07 |  7.137535E+07
     3 |      150 |  7.731988E+07 |  6.655719E+07
     4 |      200 |  7.583060E+07 |  6.655719E+07
     5 |      250 |  7.550183E+07 |  6.655719E+07
     6 |      300 |  7.494608E+07 |  6.655719E+07
     7 |      350 |  7.422760E+07 |  6.655719E+07
     8 |      400 |  7.388657E+07 |  6.649124E+07
     9 |      450 |  7.376834E+07 |  6.649124E+07
    10 |      500 |  7.335827E+07 |  6.649124E+07
    11 |      550 |  7.309535E+07 |  6.649124E+07
    12 |      600 |  7.273221E+07 |  6.607354E+07
    13 |      650 |  7.247755E+07 |  6.607354E+07
    14 |      700 |  7.214227E+07 |  6.607354E+07
    15 |      750 |  7.184179E+07 |  6.607354E+07
    16 |      800 |  7.174830E+07 |  6.607354E+07
    17 |      850 |  7.174830E+07 |  6.607354E+07
    18 |      900 |  7.139626E+07 |  6.607354E+07
    19 |      950 |  7.130481E+07 |  6.607354E+07
    20 |     1000 |  7.112483E+07 |  6.607354E+07
    21 |     1050 |  7.103895E+07 |  6.607354E+07
    22 |     1100 |  7.100119E+07 |  6.607354E+07
    23 |     1150 |  7.094893E+07 |  6.607354E+07
    24 |     1200 |  7.080783E+07 |  6.467924E+07
    25 |     1250 |  7.061560E+07 |  6.467924E+07
    26 |     1300 |  7.054650E+07 |  6.467924E+07
    27 |     1350 |  7.030452E+07 |  6.420578E+07
    28 |     1400 |  7.029832E+07 |  6.420578E+07
    29 |     1450 |  7.025994E+07 |  6.420578E+07
    30 |     1500 |  7.013569E+07 |  6.420578E+07
    31 |     1550 |  7.010066E+07 |  6.420578E+07
    32 |     1600 |  6.992602E+07 |  6.420578E+07
    33 |     1650 |  6.983677E+07 |  6.420578E+07
    34 |     1700 |  6.975072E+07 |  6.420578E+07
    35 |     1750 |  6.975072E+07 |  6.420578E+07
    36 |     1800 |  6.975072E+07 |  6.420578E+07
    37 |     1850 |  6.975072E+07 |  6.420578E+07
    38 |     1900 |  6.975072E+07 |  6.420578E+07
    39 |     1950 |  6.971333E+07 |  6.420578E+07
    40 |     2000 |  6.966837E+07 |  6.420578E+07
    41 |     2050 |  6.960288E+07 |  6.420578E+07
    42 |     2100 |  6.957510E+07 |  6.420578E+07
    43 |     2150 |  6.950181E+07 |  6.420578E+07
    44 |     2200 |  6.950181E+07 |  6.420578E+07
    45 |     2250 |  6.947205E+07 |  6.420578E+07
    46 |     2300 |  6.941036E+07 |  6.420578E+07
    47 |     2350 |  6.939096E+07 |  6.420578E+07
    48 |     2400 |  6.934682E+07 |  6.420578E+07
    49 |     2450 |  6.934682E+07 |  6.420578E+07
    50 |     2500 |  6.932871E+07 |  6.420578E+07
    51 |     2550 |  6.932871E+07 |  6.420578E+07
    52 |     2600 |  6.930886E+07 |  6.420578E+07
    53 |     2650 |  6.930886E+07 |  6.420578E+07
    54 |     2700 |  6.928662E+07 |  6.420578E+07
    55 |     2750 |  6.928662E+07 |  6.420578E+07
    56 |     2800 |  6.928662E+07 |  6.420578E+07
    57 |     2850 |  6.928662E+07 |  6.420578E+07
