de JK2_nc_30_ncl_5_nv_60_generated_r_0.20_0.20_0.60_0.json
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  6.236832E+07 |  4.983069E+07
     2 |      100 |  5.735330E+07 |  4.604102E+07
     3 |      150 |  5.529614E+07 |  4.604102E+07
     4 |      200 |  5.417234E+07 |  4.604102E+07
     5 |      250 |  5.316524E+07 |  4.604102E+07
     6 |      300 |  5.256511E+07 |  4.604102E+07
     7 |      350 |  5.197294E+07 |  4.604102E+07
     8 |      400 |  5.157773E+07 |  4.604102E+07
     9 |      450 |  5.105848E+07 |  4.604102E+07
    10 |      500 |  5.055469E+07 |  4.604102E+07
    11 |      550 |  5.018938E+07 |  4.604102E+07
    12 |      600 |  4.980322E+07 |  4.604102E+07
    13 |      650 |  4.953147E+07 |  4.576260E+07
    14 |      700 |  4.935532E+07 |  4.576260E+07
    15 |      750 |  4.888246E+07 |  4.339204E+07
    16 |      800 |  4.861305E+07 |  4.211755E+07
    17 |      850 |  4.861305E+07 |  4.211755E+07
    18 |      900 |  4.861046E+07 |  4.211755E+07
    19 |      950 |  4.848923E+07 |  4.211755E+07
    20 |     1000 |  4.848889E+07 |  4.211755E+07
    21 |     1050 |  4.834387E+07 |  4.211755E+07
    22 |     1100 |  4.826252E+07 |  4.211755E+07
    23 |     1150 |  4.818756E+07 |  4.211755E+07
    24 |     1200 |  4.803945E+07 |  4.211755E+07
    25 |     1250 |  4.803775E+07 |  4.211755E+07
    26 |     1300 |  4.796739E+07 |  4.211755E+07
    27 |     1350 |  4.766225E+07 |  4.211755E+07
    28 |     1400 |  4.763641E+07 |  4.211755E+07
    29 |     1450 |  4.756392E+07 |  4.211755E+07
    30 |     1500 |  4.755897E+07 |  4.211755E+07
    31 |     1550 |  4.755769E+07 |  4.211755E+07
    32 |     1600 |  4.755463E+07 |  4.211755E+07
    33 |     1650 |  4.755463E+07 |  4.211755E+07
    34 |     1700 |  4.740980E+07 |  4.211755E+07
    35 |     1750 |  4.740980E+07 |  4.211755E+07
    36 |     1800 |  4.740980E+07 |  4.211755E+07
    37 |     1850 |  4.733773E+07 |  4.211755E+07
    38 |     1900 |  4.733773E+07 |  4.211755E+07
    39 |     1950 |  4.733643E+07 |  4.211755E+07
    40 |     2000 |  4.733643E+07 |  4.211755E+07
    41 |     2050 |  4.733643E+07 |  4.211755E+07
    42 |     2100 |  4.733643E+07 |  4.211755E+07
    43 |     2150 |  4.726458E+07 |  4.211755E+07
    44 |     2200 |  4.718742E+07 |  4.211755E+07
    45 |     2250 |  4.718677E+07 |  4.211755E+07
    46 |     2300 |  4.718677E+07 |  4.211755E+07
