de SBY_nc_30_ncl_3_nv_60_generated_r_0.20_0.20_0.60_2.json
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  6.429935E+07 |  5.107252E+07
     2 |      100 |  5.851841E+07 |  4.779999E+07
     3 |      150 |  5.542140E+07 |  4.461168E+07
     4 |      200 |  5.436148E+07 |  4.419863E+07
     5 |      250 |  5.294463E+07 |  4.419863E+07
     6 |      300 |  5.188821E+07 |  4.419863E+07
     7 |      350 |  5.147464E+07 |  4.419863E+07
     8 |      400 |  5.088068E+07 |  4.341545E+07
     9 |      450 |  5.038459E+07 |  4.341545E+07
    10 |      500 |  5.015040E+07 |  4.341545E+07
    11 |      550 |  5.010487E+07 |  4.341545E+07
    12 |      600 |  5.003626E+07 |  4.341545E+07
    13 |      650 |  4.971654E+07 |  4.341545E+07
    14 |      700 |  4.970595E+07 |  4.341545E+07
    15 |      750 |  4.964383E+07 |  4.341545E+07
    16 |      800 |  4.944888E+07 |  4.341545E+07
    17 |      850 |  4.943802E+07 |  4.341545E+07
    18 |      900 |  4.943537E+07 |  4.341545E+07
    19 |      950 |  4.937554E+07 |  4.341545E+07
    20 |     1000 |  4.937554E+07 |  4.341545E+07
    21 |     1050 |  4.937290E+07 |  4.341545E+07
    22 |     1100 |  4.932906E+07 |  4.341545E+07
    23 |     1150 |  4.925334E+07 |  4.341545E+07
    24 |     1200 |  4.924400E+07 |  4.341545E+07
    25 |     1250 |  4.910358E+07 |  4.341545E+07
    26 |     1300 |  4.910358E+07 |  4.341545E+07
    27 |     1350 |  4.892912E+07 |  4.341545E+07
    28 |     1400 |  4.891364E+07 |  4.341545E+07
    29 |     1450 |  4.885353E+07 |  4.341545E+07
    30 |     1500 |  4.871446E+07 |  4.341545E+07
    31 |     1550 |  4.863422E+07 |  4.341545E+07
    32 |     1600 |  4.856525E+07 |  4.341545E+07
    33 |     1650 |  4.847991E+07 |  4.341545E+07
    34 |     1700 |  4.839505E+07 |  4.341545E+07
    35 |     1750 |  4.837677E+07 |  4.341545E+07
    36 |     1800 |  4.837677E+07 |  4.341545E+07
    37 |     1850 |  4.837677E+07 |  4.341545E+07
    38 |     1900 |  4.832702E+07 |  4.341545E+07
