=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  1.355786E+08 |  1.179693E+08
     2 |      100 |  1.292621E+08 |  1.179693E+08
     3 |      150 |  1.280112E+08 |  1.179693E+08
     4 |      200 |  1.260745E+08 |  1.140583E+08
     5 |      250 |  1.242857E+08 |  1.140583E+08
     6 |      300 |  1.239733E+08 |  1.140583E+08
     7 |      350 |  1.234814E+08 |  1.140583E+08
     8 |      400 |  1.228930E+08 |  1.140583E+08
     9 |      450 |  1.225641E+08 |  1.140583E+08
    10 |      500 |  1.222728E+08 |  1.140583E+08
    11 |      550 |  1.219057E+08 |  1.140583E+08
    12 |      600 |  1.215963E+08 |  1.140583E+08
    13 |      650 |  1.214300E+08 |  1.140583E+08
    14 |      700 |  1.212153E+08 |  1.140583E+08
    15 |      750 |  1.208618E+08 |  1.140583E+08
    16 |      800 |  1.208182E+08 |  1.140583E+08
    17 |      850 |  1.206656E+08 |  1.140583E+08
    18 |      900 |  1.205643E+08 |  1.140583E+08
    19 |      950 |  1.203199E+08 |  1.140583E+08
    20 |     1000 |  1.201382E+08 |  1.140583E+08
    21 |     1050 |  1.200641E+08 |  1.140583E+08
    22 |     1100 |  1.198574E+08 |  1.140583E+08
    23 |     1150 |  1.197282E+08 |  1.140583E+08
    24 |     1200 |  1.195444E+08 |  1.140583E+08
    25 |     1250 |  1.195282E+08 |  1.140583E+08
    26 |     1300 |  1.194820E+08 |  1.140583E+08
    27 |     1350 |  1.193957E+08 |  1.140583E+08
    28 |     1400 |  1.191941E+08 |  1.140583E+08
    29 |     1450 |  1.190158E+08 |  1.140583E+08
    30 |     1500 |  1.188902E+08 |  1.140583E+08
    31 |     1550 |  1.188825E+08 |  1.140583E+08
    32 |     1600 |  1.187405E+08 |  1.140583E+08
    33 |     1650 |  1.185872E+08 |  1.140583E+08
    34 |     1700 |  1.184906E+08 |  1.140583E+08
