de SBY_nc_15_ncl_1_nv_30_generated_r_0.33_0.33_0.33_0.json
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  3.574688E+07 |  2.782388E+07
     2 |      100 |  3.408985E+07 |  2.782388E+07
     3 |      150 |  3.296890E+07 |  2.755339E+07
     4 |      200 |  3.238102E+07 |  2.755339E+07
     5 |      250 |  3.139781E+07 |  2.755339E+07
     6 |      300 |  3.119469E+07 |  2.755339E+07
     7 |      350 |  3.071144E+07 |  2.755339E+07
     8 |      400 |  3.048758E+07 |  2.755339E+07
     9 |      450 |  3.025981E+07 |  2.755339E+07
    10 |      500 |  3.009987E+07 |  2.685759E+07
    11 |      550 |  2.994745E+07 |  2.685759E+07
    12 |      600 |  2.975402E+07 |  2.685759E+07
    13 |      650 |  2.967889E+07 |  2.685759E+07
    14 |      700 |  2.952765E+07 |  2.685759E+07
    15 |      750 |  2.949517E+07 |  2.685759E+07
    16 |      800 |  2.913183E+07 |  2.685759E+07
    17 |      850 |  2.913183E+07 |  2.685759E+07
    18 |      900 |  2.906059E+07 |  2.685759E+07
    19 |      950 |  2.906038E+07 |  2.685759E+07
    20 |     1000 |  2.899003E+07 |  2.685759E+07
    21 |     1050 |  2.896376E+07 |  2.685759E+07
    22 |     1100 |  2.896340E+07 |  2.685759E+07
    23 |     1150 |  2.891846E+07 |  2.685759E+07
    24 |     1200 |  2.887556E+07 |  2.685759E+07
    25 |     1250 |  2.887509E+07 |  2.685759E+07
    26 |     1300 |  2.879925E+07 |  2.685759E+07
    27 |     1350 |  2.868607E+07 |  2.549633E+07
    28 |     1400 |  2.855438E+07 |  2.403073E+07
    29 |     1450 |  2.855438E+07 |  2.403073E+07
    30 |     1500 |  2.851178E+07 |  2.403073E+07
    31 |     1550 |  2.851178E+07 |  2.403073E+07
    32 |     1600 |  2.851178E+07 |  2.403073E+07
    33 |     1650 |  2.851178E+07 |  2.403073E+07
    34 |     1700 |  2.851178E+07 |  2.403073E+07
    35 |     1750 |  2.851178E+07 |  2.403073E+07
    36 |     1800 |  2.851178E+07 |  2.403073E+07
    37 |     1850 |  2.851082E+07 |  2.403073E+07
    38 |     1900 |  2.851006E+07 |  2.403073E+07
    39 |     1950 |  2.851006E+07 |  2.403073E+07
    40 |     2000 |  2.851006E+07 |  2.403073E+07
    41 |     2050 |  2.850881E+07 |  2.403073E+07
    42 |     2100 |  2.850881E+07 |  2.403073E+07
    43 |     2150 |  2.850881E+07 |  2.403073E+07
    44 |     2200 |  2.850881E+07 |  2.403073E+07
    45 |     2250 |  2.850881E+07 |  2.403073E+07
    46 |     2300 |  2.850853E+07 |  2.403073E+07
    47 |     2350 |  2.843923E+07 |  2.403073E+07
    48 |     2400 |  2.843923E+07 |  2.403073E+07
    49 |     2450 |  2.841393E+07 |  2.403073E+07
    50 |     2500 |  2.841371E+07 |  2.403073E+07
    51 |     2550 |  2.841371E+07 |  2.403073E+07
    52 |     2600 |  2.841371E+07 |  2.403073E+07
    53 |     2650 |  2.841371E+07 |  2.403073E+07
    54 |     2700 |  2.841371E+07 |  2.403073E+07
    55 |     2750 |  2.841371E+07 |  2.403073E+07
    56 |     2800 |  2.841371E+07 |  2.403073E+07
    57 |     2850 |  2.841192E+07 |  2.403073E+07
    58 |     2900 |  2.831468E+07 |  2.403073E+07
