=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  6.801959E+07 |  5.792226E+07
     2 |      100 |  6.312327E+07 |  5.602755E+07
     3 |      150 |  6.139855E+07 |  5.602755E+07
     4 |      200 |  6.039162E+07 |  5.464583E+07
     5 |      250 |  5.967971E+07 |  5.464583E+07
     6 |      300 |  5.899443E+07 |  5.464583E+07
     7 |      350 |  5.825210E+07 |  5.464583E+07
     8 |      400 |  5.794586E+07 |  5.464583E+07
     9 |      450 |  5.756039E+07 |  5.402266E+07
    10 |      500 |  5.746114E+07 |  5.402266E+07
    11 |      550 |  5.723353E+07 |  5.091032E+07
    12 |      600 |  5.705752E+07 |  5.091032E+07
    13 |      650 |  5.677793E+07 |  5.091032E+07
    14 |      700 |  5.666177E+07 |  5.091032E+07
    15 |      750 |  5.658226E+07 |  5.091032E+07
    16 |      800 |  5.640073E+07 |  5.091032E+07
    17 |      850 |  5.632444E+07 |  5.091032E+07
    18 |      900 |  5.612671E+07 |  5.091032E+07
    19 |      950 |  5.604260E+07 |  5.091032E+07
    20 |     1000 |  5.566077E+07 |  5.091032E+07
    21 |     1050 |  5.562578E+07 |  5.091032E+07
    22 |     1100 |  5.551428E+07 |  5.091032E+07
    23 |     1150 |  5.528196E+07 |  5.091032E+07
    24 |     1200 |  5.512420E+07 |  5.091032E+07
    25 |     1250 |  5.510867E+07 |  5.091032E+07
    26 |     1300 |  5.493243E+07 |  5.091032E+07
    27 |     1350 |  5.485894E+07 |  5.091032E+07
    28 |     1400 |  5.481037E+07 |  5.091032E+07
    29 |     1450 |  5.470784E+07 |  5.091032E+07
    30 |     1500 |  5.448636E+07 |  5.091032E+07
    31 |     1550 |  5.440053E+07 |  5.091032E+07
    32 |     1600 |  5.440053E+07 |  5.091032E+07
    33 |     1650 |  5.436355E+07 |  5.091032E+07
    34 |     1700 |  5.430733E+07 |  5.091032E+07
    35 |     1750 |  5.427080E+07 |  5.091032E+07
    36 |     1800 |  5.419503E+07 |  5.091032E+07
    37 |     1850 |  5.412973E+07 |  5.091032E+07
    38 |     1900 |  5.410539E+07 |  5.091032E+07
    39 |     1950 |  5.410492E+07 |  5.091032E+07
    40 |     2000 |  5.409064E+07 |  5.091032E+07
    41 |     2050 |  5.405199E+07 |  5.091032E+07
