de SBY_nc_30_ncl_5_nv_60_generated_r_0.20_0.60_0.20_0.json
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  7.741558E+07 |  6.531401E+07
     2 |      100 |  7.497872E+07 |  6.531401E+07
     3 |      150 |  7.388801E+07 |  6.531401E+07
     4 |      200 |  7.318140E+07 |  6.531401E+07
     5 |      250 |  7.258183E+07 |  6.531401E+07
     6 |      300 |  7.217719E+07 |  6.531401E+07
     7 |      350 |  7.166598E+07 |  6.194116E+07
     8 |      400 |  7.113480E+07 |  6.194116E+07
     9 |      450 |  7.079954E+07 |  6.194116E+07
    10 |      500 |  7.042256E+07 |  6.194116E+07
    11 |      550 |  6.996901E+07 |  6.194116E+07
    12 |      600 |  6.996630E+07 |  6.194116E+07
    13 |      650 |  6.968558E+07 |  6.194116E+07
    14 |      700 |  6.959799E+07 |  6.194116E+07
    15 |      750 |  6.955764E+07 |  6.194116E+07
    16 |      800 |  6.926707E+07 |  6.194116E+07
    17 |      850 |  6.917068E+07 |  6.194116E+07
    18 |      900 |  6.907489E+07 |  6.194116E+07
    19 |      950 |  6.882699E+07 |  6.175315E+07
    20 |     1000 |  6.876616E+07 |  6.175315E+07
    21 |     1050 |  6.861239E+07 |  6.175315E+07
    22 |     1100 |  6.840905E+07 |  6.175315E+07
    23 |     1150 |  6.840192E+07 |  6.175315E+07
    24 |     1200 |  6.836879E+07 |  6.175315E+07
    25 |     1250 |  6.828489E+07 |  6.175315E+07
    26 |     1300 |  6.811279E+07 |  6.175315E+07
    27 |     1350 |  6.811279E+07 |  6.175315E+07
    28 |     1400 |  6.787913E+07 |  6.175315E+07
    29 |     1450 |  6.775568E+07 |  6.175315E+07
    30 |     1500 |  6.753231E+07 |  6.175315E+07
    31 |     1550 |  6.744989E+07 |  6.175315E+07
    32 |     1600 |  6.736034E+07 |  6.175315E+07
    33 |     1650 |  6.728847E+07 |  6.053573E+07
    34 |     1700 |  6.728399E+07 |  6.053573E+07
    35 |     1750 |  6.711814E+07 |  6.053573E+07
    36 |     1800 |  6.702895E+07 |  6.053573E+07
    37 |     1850 |  6.694338E+07 |  6.053573E+07
    38 |     1900 |  6.692946E+07 |  6.053573E+07
    39 |     1950 |  6.691930E+07 |  6.053573E+07
    40 |     2000 |  6.687169E+07 |  6.053573E+07
    41 |     2050 |  6.687169E+07 |  6.053573E+07
    42 |     2100 |  6.682574E+07 |  6.053573E+07
    43 |     2150 |  6.672848E+07 |  6.053573E+07
    44 |     2200 |  6.662757E+07 |  6.053573E+07
    45 |     2250 |  6.662681E+07 |  6.053573E+07
    46 |     2300 |  6.655843E+07 |  6.053573E+07
    47 |     2350 |  6.653379E+07 |  6.053573E+07
    48 |     2400 |  6.653379E+07 |  6.053573E+07
    49 |     2450 |  6.653379E+07 |  6.053573E+07
    50 |     2500 |  6.644635E+07 |  6.053573E+07
    51 |     2550 |  6.636140E+07 |  6.053573E+07
    52 |     2600 |  6.629463E+07 |  6.053573E+07
    53 |     2650 |  6.629463E+07 |  6.053573E+07
    54 |     2700 |  6.627730E+07 |  6.053573E+07
    55 |     2750 |  6.618634E+07 |  6.053573E+07
    56 |     2800 |  6.615767E+07 |  6.031936E+07
    57 |     2850 |  6.615094E+07 |  6.031936E+07
    58 |     2900 |  6.606059E+07 |  6.031936E+07
    59 |     2950 |  6.606059E+07 |  6.031936E+07
    60 |     3000 |  6.606059E+07 |  6.031936E+07
    61 |     3050 |  6.602881E+07 |  6.031936E+07
    62 |     3100 |  6.587192E+07 |  6.031936E+07
    63 |     3150 |  6.586738E+07 |  6.031936E+07
    64 |     3200 |  6.586298E+07 |  6.031936E+07
    65 |     3250 |  6.585847E+07 |  6.031936E+07
    66 |     3300 |  6.580658E+07 |  6.031936E+07
    67 |     3350 |  6.580658E+07 |  6.031936E+07
    68 |     3400 |  6.576093E+07 |  6.031936E+07
    69 |     3450 |  6.574638E+07 |  6.031936E+07
    70 |     3500 |  6.574558E+07 |  6.031936E+07
    71 |     3550 |  6.574558E+07 |  6.031936E+07
    72 |     3600 |  6.571478E+07 |  6.031936E+07
    73 |     3650 |  6.571478E+07 |  6.031936E+07
    74 |     3700 |  6.563412E+07 |  6.031936E+07
    75 |     3750 |  6.563412E+07 |  6.031936E+07
    76 |     3800 |  6.563412E+07 |  6.031936E+07
    77 |     3850 |  6.557211E+07 |  6.031936E+07
    78 |     3900 |  6.555738E+07 |  6.031936E+07
    79 |     3950 |  6.554778E+07 |  6.031936E+07
    80 |     4000 |  6.554778E+07 |  6.031936E+07
    81 |     4050 |  6.553375E+07 |  6.031936E+07
    82 |     4100 |  6.552639E+07 |  6.031936E+07
    83 |     4150 |  6.551131E+07 |  6.031936E+07
    84 |     4200 |  6.551131E+07 |  6.031936E+07
    85 |     4250 |  6.551131E+07 |  6.031936E+07
    86 |     4300 |  6.538916E+07 |  6.031936E+07
