de MKS_nc_50_ncl_5_nv_100_generated_r_0.20_0.20_0.60_0.json
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  1.279878E+08 |  1.104998E+08
     2 |      100 |  1.185203E+08 |  1.017204E+08
     3 |      150 |  1.140015E+08 |  1.017204E+08
     4 |      200 |  1.102036E+08 |  9.890396E+07
     5 |      250 |  1.085804E+08 |  9.890396E+07
     6 |      300 |  1.075914E+08 |  9.890396E+07
     7 |      350 |  1.059935E+08 |  9.678069E+07
     8 |      400 |  1.044322E+08 |  9.678069E+07
     9 |      450 |  1.032891E+08 |  9.566913E+07
    10 |      500 |  1.022731E+08 |  9.559935E+07
    11 |      550 |  1.014909E+08 |  9.462576E+07
    12 |      600 |  1.006786E+08 |  9.462576E+07
    13 |      650 |  1.002491E+08 |  9.462576E+07
    14 |      700 |  1.001123E+08 |  9.462576E+07
    15 |      750 |  1.000424E+08 |  9.462576E+07
    16 |      800 |  9.993464E+07 |  9.462576E+07
    17 |      850 |  9.983570E+07 |  9.462576E+07
    18 |      900 |  9.983096E+07 |  9.462576E+07
    19 |      950 |  9.955641E+07 |  9.270752E+07
    20 |     1000 |  9.940533E+07 |  9.270752E+07
    21 |     1050 |  9.906605E+07 |  9.128773E+07
    22 |     1100 |  9.864974E+07 |  8.999665E+07
    23 |     1150 |  9.836421E+07 |  8.999665E+07
    24 |     1200 |  9.820544E+07 |  8.912226E+07
    25 |     1250 |  9.809709E+07 |  8.912226E+07
    26 |     1300 |  9.809709E+07 |  8.912226E+07
    27 |     1350 |  9.804157E+07 |  8.912226E+07
    28 |     1400 |  9.782895E+07 |  8.912226E+07
    29 |     1450 |  9.781428E+07 |  8.912226E+07
    30 |     1500 |  9.763352E+07 |  8.912226E+07
    31 |     1550 |  9.748193E+07 |  8.912226E+07
    32 |     1600 |  9.743343E+07 |  8.912226E+07
    33 |     1650 |  9.732301E+07 |  8.912226E+07
