=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  3.794371E+07 |  3.097211E+07
     2 |      100 |  3.476833E+07 |  3.013399E+07
     3 |      150 |  3.245742E+07 |  2.718328E+07
     4 |      200 |  3.169361E+07 |  2.718328E+07
     5 |      250 |  3.133857E+07 |  2.718328E+07
     6 |      300 |  3.100284E+07 |  2.718328E+07
     7 |      350 |  3.078993E+07 |  2.708998E+07
     8 |      400 |  3.036785E+07 |  2.669403E+07
     9 |      450 |  3.012558E+07 |  2.669403E+07
    10 |      500 |  2.998940E+07 |  2.669403E+07
    11 |      550 |  2.966781E+07 |  2.669403E+07
    12 |      600 |  2.955025E+07 |  2.669403E+07
    13 |      650 |  2.926006E+07 |  2.669403E+07
    14 |      700 |  2.907046E+07 |  2.451082E+07
    15 |      750 |  2.868150E+07 |  2.451082E+07
    16 |      800 |  2.846911E+07 |  2.451082E+07
    17 |      850 |  2.836042E+07 |  2.451082E+07
    18 |      900 |  2.817979E+07 |  2.451082E+07
    19 |      950 |  2.780327E+07 |  2.392963E+07
    20 |     1000 |  2.764527E+07 |  2.392963E+07
    21 |     1050 |  2.758447E+07 |  2.392963E+07
    22 |     1100 |  2.753111E+07 |  2.392963E+07
    23 |     1150 |  2.743537E+07 |  2.392963E+07
    24 |     1200 |  2.737277E+07 |  2.392963E+07
    25 |     1250 |  2.736278E+07 |  2.392963E+07
    26 |     1300 |  2.732386E+07 |  2.392963E+07
    27 |     1350 |  2.731748E+07 |  2.392963E+07
    28 |     1400 |  2.716442E+07 |  2.392963E+07
    29 |     1450 |  2.716442E+07 |  2.392963E+07
    30 |     1500 |  2.705949E+07 |  2.392963E+07
    31 |     1550 |  2.704577E+07 |  2.392963E+07
    32 |     1600 |  2.699687E+07 |  2.392963E+07
    33 |     1650 |  2.693007E+07 |  2.392963E+07
    34 |     1700 |  2.686549E+07 |  2.392963E+07
    35 |     1750 |  2.685818E+07 |  2.392963E+07
    36 |     1800 |  2.682505E+07 |  2.392963E+07
    37 |     1850 |  2.682401E+07 |  2.392963E+07
    38 |     1900 |  2.682401E+07 |  2.392963E+07
    39 |     1950 |  2.678825E+07 |  2.392963E+07
    40 |     2000 |  2.678179E+07 |  2.392963E+07
    41 |     2050 |  2.677976E+07 |  2.392963E+07
    42 |     2100 |  2.676651E+07 |  2.392963E+07
    43 |     2150 |  2.672266E+07 |  2.392963E+07
    44 |     2200 |  2.671886E+07 |  2.392963E+07
    45 |     2250 |  2.657704E+07 |  2.392963E+07
    46 |     2300 |  2.651510E+07 |  2.392963E+07
    47 |     2350 |  2.650014E+07 |  2.392963E+07
    48 |     2400 |  2.648786E+07 |  2.392963E+07
    49 |     2450 |  2.648786E+07 |  2.392963E+07
