de MKS_nc_50_ncl_1_nv_100_generated_r_0.20_0.60_0.20_0.json
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  1.365546E+08 |  1.233287E+08
     2 |      100 |  1.328251E+08 |  1.232176E+08
     3 |      150 |  1.308115E+08 |  1.232176E+08
     4 |      200 |  1.301017E+08 |  1.232176E+08
     5 |      250 |  1.293299E+08 |  1.199417E+08
     6 |      300 |  1.288769E+08 |  1.199417E+08
     7 |      350 |  1.286109E+08 |  1.199417E+08
     8 |      400 |  1.283323E+08 |  1.199417E+08
     9 |      450 |  1.280157E+08 |  1.199417E+08
    10 |      500 |  1.277449E+08 |  1.199417E+08
    11 |      550 |  1.274345E+08 |  1.199417E+08
    12 |      600 |  1.273171E+08 |  1.199417E+08
    13 |      650 |  1.270774E+08 |  1.199417E+08
    14 |      700 |  1.263056E+08 |  1.145808E+08
    15 |      750 |  1.258373E+08 |  1.145808E+08
    16 |      800 |  1.256462E+08 |  1.145808E+08
    17 |      850 |  1.254568E+08 |  1.145808E+08
    18 |      900 |  1.254568E+08 |  1.145808E+08
    19 |      950 |  1.253178E+08 |  1.145808E+08
    20 |     1000 |  1.250096E+08 |  1.145808E+08
    21 |     1050 |  1.249179E+08 |  1.145808E+08
    22 |     1100 |  1.248025E+08 |  1.145808E+08
    23 |     1150 |  1.245593E+08 |  1.145808E+08
    24 |     1200 |  1.244990E+08 |  1.145808E+08
    25 |     1250 |  1.243714E+08 |  1.145808E+08
    26 |     1300 |  1.243025E+08 |  1.145808E+08
    27 |     1350 |  1.242274E+08 |  1.145808E+08
    28 |     1400 |  1.241178E+08 |  1.145808E+08
    29 |     1450 |  1.241137E+08 |  1.145808E+08
    30 |     1500 |  1.239820E+08 |  1.145808E+08
    31 |     1550 |  1.239475E+08 |  1.145808E+08
    32 |     1600 |  1.237175E+08 |  1.116686E+08
    33 |     1650 |  1.236571E+08 |  1.116686E+08
    34 |     1700 |  1.236365E+08 |  1.116686E+08
    35 |     1750 |  1.234820E+08 |  1.116686E+08
    36 |     1800 |  1.234631E+08 |  1.116686E+08
    37 |     1850 |  1.234220E+08 |  1.116686E+08
    38 |     1900 |  1.233413E+08 |  1.116686E+08
    39 |     1950 |  1.233408E+08 |  1.116686E+08
    40 |     2000 |  1.232423E+08 |  1.116686E+08
    41 |     2050 |  1.231768E+08 |  1.116686E+08
    42 |     2100 |  1.231321E+08 |  1.116686E+08
    43 |     2150 |  1.230591E+08 |  1.116686E+08
    44 |     2200 |  1.230591E+08 |  1.116686E+08
    45 |     2250 |  1.228905E+08 |  1.116686E+08
    46 |     2300 |  1.226704E+08 |  1.116686E+08
    47 |     2350 |  1.225601E+08 |  1.116686E+08
    48 |     2400 |  1.225139E+08 |  1.116686E+08
    49 |     2450 |  1.224595E+08 |  1.116686E+08
    50 |     2500 |  1.224339E+08 |  1.116686E+08
    51 |     2550 |  1.222140E+08 |  1.116686E+08
    52 |     2600 |  1.221340E+08 |  1.116686E+08
    53 |     2650 |  1.219770E+08 |  1.116686E+08
    54 |     2700 |  1.219608E+08 |  1.116686E+08
    55 |     2750 |  1.219515E+08 |  1.116686E+08
    56 |     2800 |  1.218683E+08 |  1.116686E+08
    57 |     2850 |  1.218053E+08 |  1.116686E+08
    58 |     2900 |  1.218006E+08 |  1.116686E+08
    59 |     2950 |  1.217807E+08 |  1.116686E+08
    60 |     3000 |  1.217804E+08 |  1.116686E+08
    61 |     3050 |  1.217804E+08 |  1.116686E+08
    62 |     3100 |  1.217724E+08 |  1.116686E+08
