de MKS_nc_30_ncl_5_nv_60_generated_r_0.20_0.20_0.60_0.json
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  6.899404E+07 |  5.908352E+07
     2 |      100 |  6.508935E+07 |  5.532780E+07
     3 |      150 |  6.196586E+07 |  5.509845E+07
     4 |      200 |  6.019766E+07 |  5.259537E+07
     5 |      250 |  5.919364E+07 |  5.259537E+07
     6 |      300 |  5.898843E+07 |  5.259537E+07
     7 |      350 |  5.842577E+07 |  5.259537E+07
     8 |      400 |  5.809979E+07 |  5.259537E+07
     9 |      450 |  5.797707E+07 |  5.259537E+07
    10 |      500 |  5.774098E+07 |  5.228828E+07
    11 |      550 |  5.708042E+07 |  5.098216E+07
    12 |      600 |  5.687056E+07 |  5.098216E+07
    13 |      650 |  5.682471E+07 |  5.098216E+07
    14 |      700 |  5.638224E+07 |  5.098216E+07
    15 |      750 |  5.624696E+07 |  5.098216E+07
    16 |      800 |  5.604674E+07 |  5.098216E+07
    17 |      850 |  5.597844E+07 |  5.098216E+07
    18 |      900 |  5.586089E+07 |  5.098216E+07
    19 |      950 |  5.559506E+07 |  5.098216E+07
    20 |     1000 |  5.556730E+07 |  5.098216E+07
    21 |     1050 |  5.549160E+07 |  5.098216E+07
    22 |     1100 |  5.546881E+07 |  5.098216E+07
    23 |     1150 |  5.545602E+07 |  5.098216E+07
    24 |     1200 |  5.544697E+07 |  5.098216E+07
    25 |     1250 |  5.529534E+07 |  5.028055E+07
    26 |     1300 |  5.525705E+07 |  5.028055E+07
    27 |     1350 |  5.523616E+07 |  5.028055E+07
    28 |     1400 |  5.511683E+07 |  5.028055E+07
    29 |     1450 |  5.502477E+07 |  5.028055E+07
    30 |     1500 |  5.500161E+07 |  5.028055E+07
    31 |     1550 |  5.500161E+07 |  5.028055E+07
    32 |     1600 |  5.499823E+07 |  5.028055E+07
    33 |     1650 |  5.484089E+07 |  5.028055E+07
    34 |     1700 |  5.478361E+07 |  5.028055E+07
    35 |     1750 |  5.471859E+07 |  5.028055E+07
    36 |     1800 |  5.471191E+07 |  5.028055E+07
    37 |     1850 |  5.469963E+07 |  5.028055E+07
    38 |     1900 |  5.465673E+07 |  5.028055E+07
    39 |     1950 |  5.457350E+07 |  4.886977E+07
    40 |     2000 |  5.446759E+07 |  4.886977E+07
    41 |     2050 |  5.446759E+07 |  4.886977E+07
    42 |     2100 |  5.445214E+07 |  4.886977E+07
    43 |     2150 |  5.445214E+07 |  4.886977E+07
    44 |     2200 |  5.441326E+07 |  4.886977E+07
    45 |     2250 |  5.439260E+07 |  4.886977E+07
    46 |     2300 |  5.435780E+07 |  4.886977E+07
    47 |     2350 |  5.435445E+07 |  4.886977E+07
    48 |     2400 |  5.435445E+07 |  4.886977E+07
    49 |     2450 |  5.435445E+07 |  4.886977E+07
    50 |     2500 |  5.432384E+07 |  4.886977E+07
    51 |     2550 |  5.432384E+07 |  4.886977E+07
    52 |     2600 |  5.432384E+07 |  4.886977E+07
    53 |     2650 |  5.425524E+07 |  4.886977E+07
    54 |     2700 |  5.425485E+07 |  4.886977E+07
    55 |     2750 |  5.425485E+07 |  4.886977E+07
    56 |     2800 |  5.406732E+07 |  4.886977E+07
    57 |     2850 |  5.406732E+07 |  4.886977E+07
    58 |     2900 |  5.406113E+07 |  4.886977E+07
    59 |     2950 |  5.402705E+07 |  4.886977E+07
    60 |     3000 |  5.402705E+07 |  4.886977E+07
    61 |     3050 |  5.402705E+07 |  4.886977E+07
    62 |     3100 |  5.392988E+07 |  4.886977E+07
    63 |     3150 |  5.392988E+07 |  4.886977E+07
    64 |     3200 |  5.392988E+07 |  4.886977E+07
    65 |     3250 |  5.392660E+07 |  4.886977E+07
    66 |     3300 |  5.392039E+07 |  4.886977E+07
    67 |     3350 |  5.390872E+07 |  4.886977E+07
    68 |     3400 |  5.384207E+07 |  4.886977E+07
    69 |     3450 |  5.376148E+07 |  4.886977E+07
