brkga SBY_nc_50_ncl_1_nv_100_generated_r_0.20_0.60_0.20_2.json
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  1.196155E+08 |  1.121138E+08
     2 |       70 |  1.228037E+08 |  1.121138E+08
     3 |       90 |  1.171624E+08 |  1.079883E+08
     4 |      110 |  1.170716E+08 |  9.106772E+07
     5 |      130 |  1.149197E+08 |  9.106772E+07
     6 |      150 |  1.159537E+08 |  9.106772E+07
     7 |      170 |  1.128266E+08 |  9.106772E+07
     8 |      190 |  1.152626E+08 |  9.106772E+07
     9 |      210 |  1.131755E+08 |  9.106772E+07
    10 |      230 |  1.143340E+08 |  9.106772E+07
    11 |      250 |  1.118462E+08 |  9.106772E+07
    12 |      270 |  1.140872E+08 |  9.106772E+07
    13 |      290 |  1.111551E+08 |  9.106772E+07
    14 |      310 |  1.128124E+08 |  9.106772E+07
    15 |      330 |  1.108046E+08 |  9.106772E+07
    16 |      350 |  1.135903E+08 |  9.106772E+07
    17 |      370 |  1.107799E+08 |  9.106772E+07
    18 |      390 |  1.088439E+08 |  9.106772E+07
    19 |      410 |  1.091205E+08 |  9.106772E+07
    20 |      430 |  1.094920E+08 |  9.106772E+07
    21 |      450 |  1.067543E+08 |  9.106772E+07
    22 |      470 |  1.079545E+08 |  9.106772E+07
    23 |      490 |  1.060093E+08 |  9.106772E+07
    24 |      510 |  1.076910E+08 |  9.106772E+07
    25 |      530 |  1.057827E+08 |  9.106772E+07
    26 |      550 |  1.095928E+08 |  9.106772E+07
    27 |      570 |  1.053047E+08 |  9.106772E+07
    28 |      590 |  1.084019E+08 |  9.106772E+07
    29 |      610 |  1.054540E+08 |  9.106772E+07
    30 |      630 |  1.072781E+08 |  9.106772E+07
    31 |      650 |  1.054319E+08 |  9.106772E+07
    32 |      670 |  1.065612E+08 |  9.106772E+07
    33 |      690 |  1.046073E+08 |  9.106772E+07
    34 |      710 |  1.079786E+08 |  9.106772E+07
