de MKS_nc_30_ncl_1_nv_60_generated_r_0.20_0.20_0.60_1.json
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  7.384420E+07 |  5.977763E+07
     2 |      100 |  7.075379E+07 |  5.977763E+07
     3 |      150 |  6.795590E+07 |  5.967230E+07
     4 |      200 |  6.645347E+07 |  5.967230E+07
     5 |      250 |  6.585020E+07 |  5.967230E+07
     6 |      300 |  6.552156E+07 |  5.815128E+07
     7 |      350 |  6.493910E+07 |  5.815128E+07
     8 |      400 |  6.434936E+07 |  5.815128E+07
     9 |      450 |  6.410178E+07 |  5.815128E+07
    10 |      500 |  6.370638E+07 |  5.815128E+07
    11 |      550 |  6.355843E+07 |  5.815128E+07
    12 |      600 |  6.328044E+07 |  5.815128E+07
    13 |      650 |  6.318143E+07 |  5.815128E+07
    14 |      700 |  6.315523E+07 |  5.815128E+07
    15 |      750 |  6.314463E+07 |  5.815128E+07
    16 |      800 |  6.306539E+07 |  5.815128E+07
    17 |      850 |  6.299830E+07 |  5.815128E+07
    18 |      900 |  6.298242E+07 |  5.815128E+07
    19 |      950 |  6.298242E+07 |  5.815128E+07
    20 |     1000 |  6.276032E+07 |  5.775168E+07
    21 |     1050 |  6.261746E+07 |  5.775168E+07
    22 |     1100 |  6.243662E+07 |  5.775168E+07
    23 |     1150 |  6.242006E+07 |  5.775168E+07
    24 |     1200 |  6.241853E+07 |  5.775168E+07
    25 |     1250 |  6.241853E+07 |  5.775168E+07
    26 |     1300 |  6.233428E+07 |  5.775168E+07
    27 |     1350 |  6.220477E+07 |  5.775168E+07
    28 |     1400 |  6.220477E+07 |  5.775168E+07
    29 |     1450 |  6.220378E+07 |  5.775168E+07
    30 |     1500 |  6.212677E+07 |  5.775168E+07
    31 |     1550 |  6.208672E+07 |  5.775168E+07
    32 |     1600 |  6.208672E+07 |  5.775168E+07
    33 |     1650 |  6.204292E+07 |  5.775168E+07
    34 |     1700 |  6.204118E+07 |  5.775168E+07
    35 |     1750 |  6.201675E+07 |  5.775168E+07
    36 |     1800 |  6.192531E+07 |  5.775168E+07
    37 |     1850 |  6.192531E+07 |  5.775168E+07
