de MKS_nc_50_ncl_5_nv_100_generated_r_0.20_0.20_0.60_2.json
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  1.187091E+08 |  1.007922E+08
     2 |      100 |  1.107250E+08 |  9.657386E+07
     3 |      150 |  1.085574E+08 |  9.657386E+07
     4 |      200 |  1.073020E+08 |  9.657386E+07
     5 |      250 |  1.059892E+08 |  9.657386E+07
     6 |      300 |  1.046876E+08 |  9.657386E+07
     7 |      350 |  1.040620E+08 |  9.657386E+07
     8 |      400 |  1.031937E+08 |  9.657386E+07
     9 |      450 |  1.029284E+08 |  9.657386E+07
    10 |      500 |  1.016930E+08 |  9.295472E+07
    11 |      550 |  1.011145E+08 |  9.295472E+07
    12 |      600 |  1.008146E+08 |  9.295472E+07
    13 |      650 |  1.004968E+08 |  9.295472E+07
    14 |      700 |  9.987188E+07 |  9.295472E+07
    15 |      750 |  9.930334E+07 |  9.295472E+07
    16 |      800 |  9.930334E+07 |  9.295472E+07
    17 |      850 |  9.904283E+07 |  9.295472E+07
    18 |      900 |  9.871903E+07 |  9.295472E+07
    19 |      950 |  9.828526E+07 |  9.123177E+07
    20 |     1000 |  9.783232E+07 |  9.123177E+07
    21 |     1050 |  9.774028E+07 |  9.123177E+07
    22 |     1100 |  9.728890E+07 |  9.123177E+07
    23 |     1150 |  9.721112E+07 |  9.123177E+07
    24 |     1200 |  9.699441E+07 |  9.123177E+07
    25 |     1250 |  9.688071E+07 |  9.123177E+07
    26 |     1300 |  9.682897E+07 |  9.123177E+07
    27 |     1350 |  9.682897E+07 |  9.123177E+07
    28 |     1400 |  9.666108E+07 |  9.123177E+07
    29 |     1450 |  9.637147E+07 |  8.470038E+07
    30 |     1500 |  9.627572E+07 |  8.470038E+07
    31 |     1550 |  9.615163E+07 |  8.470038E+07
    32 |     1600 |  9.609026E+07 |  8.470038E+07
    33 |     1650 |  9.607036E+07 |  8.470038E+07
    34 |     1700 |  9.607036E+07 |  8.470038E+07
    35 |     1750 |  9.605469E+07 |  8.470038E+07
    36 |     1800 |  9.604061E+07 |  8.470038E+07
