de MKS_nc_30_ncl_1_nv_60_generated_r_0.33_0.33_0.33_0.json
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  7.567729E+07 |  6.767911E+07
     2 |      100 |  7.342700E+07 |  6.537823E+07
     3 |      150 |  7.229945E+07 |  6.537823E+07
     4 |      200 |  7.148460E+07 |  6.531130E+07
     5 |      250 |  7.078732E+07 |  6.531130E+07
     6 |      300 |  7.008795E+07 |  6.306856E+07
     7 |      350 |  6.963809E+07 |  6.306856E+07
     8 |      400 |  6.932707E+07 |  6.306856E+07
     9 |      450 |  6.901202E+07 |  6.241564E+07
    10 |      500 |  6.883711E+07 |  6.241564E+07
    11 |      550 |  6.867863E+07 |  6.241564E+07
    12 |      600 |  6.831141E+07 |  6.241564E+07
    13 |      650 |  6.815096E+07 |  6.241564E+07
    14 |      700 |  6.773086E+07 |  6.204581E+07
    15 |      750 |  6.738870E+07 |  6.204581E+07
    16 |      800 |  6.708095E+07 |  6.192407E+07
    17 |      850 |  6.705052E+07 |  6.192407E+07
    18 |      900 |  6.692864E+07 |  6.192407E+07
    19 |      950 |  6.672429E+07 |  6.192407E+07
    20 |     1000 |  6.672429E+07 |  6.192407E+07
    21 |     1050 |  6.645294E+07 |  6.192407E+07
    22 |     1100 |  6.617311E+07 |  6.192407E+07
    23 |     1150 |  6.600931E+07 |  6.192407E+07
    24 |     1200 |  6.598666E+07 |  6.192407E+07
    25 |     1250 |  6.580048E+07 |  6.046951E+07
    26 |     1300 |  6.573731E+07 |  6.046951E+07
    27 |     1350 |  6.573169E+07 |  6.046951E+07
    28 |     1400 |  6.569939E+07 |  6.046951E+07
    29 |     1450 |  6.561051E+07 |  6.046951E+07
    30 |     1500 |  6.555353E+07 |  6.046951E+07
    31 |     1550 |  6.555353E+07 |  6.046951E+07
    32 |     1600 |  6.545749E+07 |  6.046951E+07
    33 |     1650 |  6.533194E+07 |  6.046951E+07
    34 |     1700 |  6.532770E+07 |  6.046951E+07
    35 |     1750 |  6.531292E+07 |  6.046951E+07
    36 |     1800 |  6.530278E+07 |  6.046951E+07
    37 |     1850 |  6.529461E+07 |  6.046951E+07
    38 |     1900 |  6.529461E+07 |  6.046951E+07
    39 |     1950 |  6.529461E+07 |  6.046951E+07
    40 |     2000 |  6.525917E+07 |  6.046951E+07
