de JK2_nc_50_ncl_5_nv_100_generated_r_0.20_0.20_0.60_0.json
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  9.688792E+07 |  7.934509E+07
     2 |      100 |  8.883426E+07 |  7.545575E+07
     3 |      150 |  8.478204E+07 |  7.205959E+07
     4 |      200 |  8.233511E+07 |  7.205959E+07
     5 |      250 |  8.152463E+07 |  7.082939E+07
     6 |      300 |  8.025815E+07 |  7.082939E+07
     7 |      350 |  7.937036E+07 |  7.023937E+07
     8 |      400 |  7.859924E+07 |  6.975237E+07
     9 |      450 |  7.806420E+07 |  6.975237E+07
    10 |      500 |  7.760022E+07 |  6.975237E+07
    11 |      550 |  7.698713E+07 |  6.819336E+07
    12 |      600 |  7.658044E+07 |  6.819336E+07
    13 |      650 |  7.621874E+07 |  6.819336E+07
    14 |      700 |  7.620822E+07 |  6.819336E+07
    15 |      750 |  7.583639E+07 |  6.799125E+07
    16 |      800 |  7.567208E+07 |  6.799125E+07
    17 |      850 |  7.536590E+07 |  6.799125E+07
    18 |      900 |  7.513905E+07 |  6.799125E+07
    19 |      950 |  7.507700E+07 |  6.799125E+07
    20 |     1000 |  7.498615E+07 |  6.799125E+07
    21 |     1050 |  7.440334E+07 |  6.799125E+07
    22 |     1100 |  7.419524E+07 |  6.799125E+07
    23 |     1150 |  7.390662E+07 |  6.799125E+07
    24 |     1200 |  7.362460E+07 |  6.799125E+07
    25 |     1250 |  7.351424E+07 |  6.799125E+07
    26 |     1300 |  7.329339E+07 |  6.799125E+07
    27 |     1350 |  7.321919E+07 |  6.799125E+07
    28 |     1400 |  7.307301E+07 |  6.799125E+07
    29 |     1450 |  7.300148E+07 |  6.799125E+07
    30 |     1500 |  7.283167E+07 |  6.799125E+07
    31 |     1550 |  7.271648E+07 |  6.799125E+07
    32 |     1600 |  7.219291E+07 |  6.799125E+07
    33 |     1650 |  7.193222E+07 |  6.786665E+07
    34 |     1700 |  7.184175E+07 |  6.786665E+07
    35 |     1750 |  7.161363E+07 |  6.355247E+07
    36 |     1800 |  7.158966E+07 |  6.355247E+07
    37 |     1850 |  7.146561E+07 |  6.355247E+07
    38 |     1900 |  7.146561E+07 |  6.355247E+07
    39 |     1950 |  7.146561E+07 |  6.355247E+07
    40 |     2000 |  7.141886E+07 |  6.355247E+07
    41 |     2050 |  7.136781E+07 |  6.355247E+07
    42 |     2100 |  7.136726E+07 |  6.355247E+07
    43 |     2150 |  7.128185E+07 |  6.355247E+07
