de MKS_nc_15_ncl_5_nv_30_generated_r_0.20_0.20_0.60_1.json
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  4.089115E+07 |  3.374514E+07
     2 |      100 |  3.964295E+07 |  3.270803E+07
     3 |      150 |  3.834355E+07 |  2.996441E+07
     4 |      200 |  3.733712E+07 |  2.996441E+07
     5 |      250 |  3.676930E+07 |  2.996441E+07
     6 |      300 |  3.585403E+07 |  2.996441E+07
     7 |      350 |  3.561316E+07 |  2.996441E+07
     8 |      400 |  3.495661E+07 |  2.996441E+07
     9 |      450 |  3.433084E+07 |  2.996441E+07
    10 |      500 |  3.410514E+07 |  2.996441E+07
    11 |      550 |  3.383239E+07 |  2.996441E+07
    12 |      600 |  3.358508E+07 |  2.996441E+07
    13 |      650 |  3.346340E+07 |  2.996441E+07
    14 |      700 |  3.340105E+07 |  2.996441E+07
    15 |      750 |  3.319708E+07 |  2.996441E+07
    16 |      800 |  3.309722E+07 |  2.996441E+07
    17 |      850 |  3.298566E+07 |  2.996441E+07
    18 |      900 |  3.291851E+07 |  2.996441E+07
    19 |      950 |  3.278923E+07 |  2.996441E+07
    20 |     1000 |  3.271192E+07 |  2.996441E+07
    21 |     1050 |  3.252493E+07 |  2.996441E+07
    22 |     1100 |  3.240978E+07 |  2.991610E+07
    23 |     1150 |  3.233041E+07 |  2.991610E+07
    24 |     1200 |  3.229491E+07 |  2.991610E+07
    25 |     1250 |  3.227670E+07 |  2.991610E+07
    26 |     1300 |  3.227670E+07 |  2.991610E+07
    27 |     1350 |  3.226511E+07 |  2.991610E+07
    28 |     1400 |  3.226276E+07 |  2.991610E+07
    29 |     1450 |  3.221096E+07 |  2.991610E+07
    30 |     1500 |  3.220525E+07 |  2.991610E+07
    31 |     1550 |  3.215954E+07 |  2.991610E+07
    32 |     1600 |  3.215954E+07 |  2.991610E+07
    33 |     1650 |  3.215082E+07 |  2.991610E+07
    34 |     1700 |  3.207378E+07 |  2.955486E+07
    35 |     1750 |  3.199429E+07 |  2.955486E+07
    36 |     1800 |  3.199429E+07 |  2.955486E+07
    37 |     1850 |  3.198228E+07 |  2.955486E+07
    38 |     1900 |  3.198228E+07 |  2.955486E+07
    39 |     1950 |  3.198228E+07 |  2.955486E+07
    40 |     2000 |  3.192244E+07 |  2.955486E+07
    41 |     2050 |  3.191539E+07 |  2.955486E+07
    42 |     2100 |  3.190764E+07 |  2.955486E+07
    43 |     2150 |  3.190764E+07 |  2.955486E+07
    44 |     2200 |  3.188968E+07 |  2.955486E+07
    45 |     2250 |  3.187728E+07 |  2.935225E+07
    46 |     2300 |  3.187440E+07 |  2.935225E+07
    47 |     2350 |  3.185109E+07 |  2.935225E+07
    48 |     2400 |  3.185109E+07 |  2.935225E+07
    49 |     2450 |  3.184251E+07 |  2.935225E+07
    50 |     2500 |  3.184251E+07 |  2.935225E+07
    51 |     2550 |  3.182566E+07 |  2.935225E+07
    52 |     2600 |  3.180039E+07 |  2.935225E+07
    53 |     2650 |  3.180039E+07 |  2.935225E+07
    54 |     2700 |  3.180039E+07 |  2.935225E+07
    55 |     2750 |  3.171550E+07 |  2.935225E+07
    56 |     2800 |  3.171550E+07 |  2.935225E+07
    57 |     2850 |  3.171550E+07 |  2.935225E+07
    58 |     2900 |  3.171106E+07 |  2.935225E+07
    59 |     2950 |  3.164512E+07 |  2.925257E+07
    60 |     3000 |  3.164512E+07 |  2.925257E+07
    61 |     3050 |  3.163695E+07 |  2.925257E+07
    62 |     3100 |  3.163695E+07 |  2.925257E+07
    63 |     3150 |  3.162957E+07 |  2.925257E+07
    64 |     3200 |  3.157483E+07 |  2.925257E+07
    65 |     3250 |  3.156317E+07 |  2.925257E+07
    66 |     3300 |  3.155685E+07 |  2.925257E+07
    67 |     3350 |  3.155685E+07 |  2.925257E+07
    68 |     3400 |  3.148639E+07 |  2.925257E+07
    69 |     3450 |  3.147887E+07 |  2.925257E+07
    70 |     3500 |  3.147887E+07 |  2.925257E+07
    71 |     3550 |  3.144899E+07 |  2.925257E+07
    72 |     3600 |  3.144899E+07 |  2.925257E+07
    73 |     3650 |  3.144286E+07 |  2.925257E+07
    74 |     3700 |  3.144286E+07 |  2.925257E+07
    75 |     3750 |  3.137881E+07 |  2.925257E+07
    76 |     3800 |  3.137881E+07 |  2.925257E+07
    77 |     3850 |  3.137017E+07 |  2.925257E+07
    78 |     3900 |  3.135650E+07 |  2.925257E+07
    79 |     3950 |  3.135304E+07 |  2.925257E+07
    80 |     4000 |  3.133286E+07 |  2.925257E+07
    81 |     4050 |  3.132944E+07 |  2.925257E+07
    82 |     4100 |  3.131715E+07 |  2.925257E+07
    83 |     4150 |  3.130108E+07 |  2.925257E+07
    84 |     4200 |  3.130108E+07 |  2.925257E+07
    85 |     4250 |  3.130108E+07 |  2.925257E+07
    86 |     4300 |  3.129243E+07 |  2.925257E+07
    87 |     4350 |  3.129147E+07 |  2.925257E+07
    88 |     4400 |  3.129147E+07 |  2.925257E+07
    89 |     4450 |  3.129147E+07 |  2.925257E+07
