de SBY_nc_50_ncl_1_nv_100_generated_r_0.60_0.20_0.20_1.json
=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  1.127932E+08 |  9.728658E+07
     2 |      100 |  1.073004E+08 |  9.232985E+07
     3 |      150 |  1.027824E+08 |  9.093670E+07
     4 |      200 |  9.942868E+07 |  9.058772E+07
     5 |      250 |  9.811231E+07 |  9.058772E+07
     6 |      300 |  9.683268E+07 |  9.058772E+07
     7 |      350 |  9.607151E+07 |  9.058772E+07
     8 |      400 |  9.535244E+07 |  9.058772E+07
     9 |      450 |  9.512126E+07 |  9.050890E+07
    10 |      500 |  9.461616E+07 |  8.985042E+07
    11 |      550 |  9.416116E+07 |  8.985042E+07
    12 |      600 |  9.401918E+07 |  8.941516E+07
    13 |      650 |  9.366360E+07 |  8.941516E+07
    14 |      700 |  9.324977E+07 |  8.812000E+07
    15 |      750 |  9.287727E+07 |  8.812000E+07
    16 |      800 |  9.275566E+07 |  8.812000E+07
    17 |      850 |  9.268858E+07 |  8.812000E+07
    18 |      900 |  9.259442E+07 |  8.797518E+07
    19 |      950 |  9.216111E+07 |  8.346314E+07
    20 |     1000 |  9.201032E+07 |  8.346314E+07
    21 |     1050 |  9.194999E+07 |  8.346314E+07
    22 |     1100 |  9.185420E+07 |  8.346314E+07
    23 |     1150 |  9.170954E+07 |  8.346314E+07
    24 |     1200 |  9.166211E+07 |  8.346314E+07
    25 |     1250 |  9.128822E+07 |  8.346314E+07
    26 |     1300 |  9.123623E+07 |  8.346314E+07
    27 |     1350 |  9.108170E+07 |  8.346314E+07
    28 |     1400 |  9.103886E+07 |  8.346314E+07
    29 |     1450 |  9.102654E+07 |  8.346314E+07
    30 |     1500 |  9.092932E+07 |  8.346314E+07
    31 |     1550 |  9.076235E+07 |  8.346314E+07
    32 |     1600 |  9.066327E+07 |  8.346314E+07
    33 |     1650 |  9.052526E+07 |  8.346314E+07
    34 |     1700 |  9.049518E+07 |  8.346314E+07
    35 |     1750 |  9.037219E+07 |  8.346314E+07
    36 |     1800 |  9.014881E+07 |  8.346314E+07
    37 |     1850 |  9.013044E+07 |  8.346314E+07
    38 |     1900 |  9.012776E+07 |  8.346314E+07
    39 |     1950 |  9.004480E+07 |  8.346314E+07
    40 |     2000 |  9.003011E+07 |  8.346314E+07
    41 |     2050 |  9.001214E+07 |  8.346314E+07
    42 |     2100 |  8.995468E+07 |  8.346314E+07
    43 |     2150 |  8.992674E+07 |  8.346314E+07
    44 |     2200 |  8.989653E+07 |  8.346314E+07
    45 |     2250 |  8.989653E+07 |  8.346314E+07
    46 |     2300 |  8.968706E+07 |  8.346314E+07
    47 |     2350 |  8.959693E+07 |  8.346314E+07
    48 |     2400 |  8.959537E+07 |  8.346314E+07
    49 |     2450 |  8.951980E+07 |  8.346314E+07
