=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  1.146512E+08 |  1.057668E+08
     2 |      100 |  1.118861E+08 |  1.018809E+08
     3 |      150 |  1.098650E+08 |  9.826229E+07
     4 |      200 |  1.083830E+08 |  9.467179E+07
     5 |      250 |  1.063060E+08 |  9.467179E+07
     6 |      300 |  1.046888E+08 |  9.462036E+07
     7 |      350 |  1.036656E+08 |  9.462036E+07
     8 |      400 |  1.035156E+08 |  9.462036E+07
     9 |      450 |  1.032878E+08 |  9.462036E+07
    10 |      500 |  1.032842E+08 |  9.462036E+07
    11 |      550 |  1.030181E+08 |  9.462036E+07
    12 |      600 |  1.029471E+08 |  9.462036E+07
    13 |      650 |  1.027898E+08 |  9.462036E+07
    14 |      700 |  1.024156E+08 |  9.457612E+07
    15 |      750 |  1.022673E+08 |  9.457612E+07
    16 |      800 |  1.019700E+08 |  9.457612E+07
    17 |      850 |  1.017082E+08 |  9.457612E+07
    18 |      900 |  1.013213E+08 |  9.457612E+07
    19 |      950 |  1.011674E+08 |  9.457612E+07
    20 |     1000 |  1.008703E+08 |  9.076952E+07
    21 |     1050 |  1.005237E+08 |  9.076952E+07
    22 |     1100 |  1.003975E+08 |  9.076952E+07
    23 |     1150 |  1.003226E+08 |  9.076952E+07
    24 |     1200 |  1.001752E+08 |  9.076952E+07
    25 |     1250 |  1.001746E+08 |  9.076952E+07
    26 |     1300 |  9.987946E+07 |  9.076952E+07
    27 |     1350 |  9.965460E+07 |  9.076952E+07
    28 |     1400 |  9.957187E+07 |  9.076952E+07
    29 |     1450 |  9.950014E+07 |  9.076952E+07
    30 |     1500 |  9.942403E+07 |  9.076952E+07
    31 |     1550 |  9.927383E+07 |  9.076952E+07
    32 |     1600 |  9.927078E+07 |  9.076952E+07
    33 |     1650 |  9.907483E+07 |  9.076952E+07
    34 |     1700 |  9.897112E+07 |  9.076952E+07
    35 |     1750 |  9.892395E+07 |  9.076952E+07
    36 |     1800 |  9.869408E+07 |  9.076952E+07
    37 |     1850 |  9.847213E+07 |  9.076952E+07
    38 |     1900 |  9.832458E+07 |  9.076952E+07
    39 |     1950 |  9.832372E+07 |  9.076952E+07
    40 |     2000 |  9.822362E+07 |  9.076952E+07
    41 |     2050 |  9.822362E+07 |  9.076952E+07
    42 |     2100 |  9.822082E+07 |  9.076952E+07
    43 |     2150 |  9.815165E+07 |  9.076952E+07
    44 |     2200 |  9.815082E+07 |  9.076952E+07
    45 |     2250 |  9.814975E+07 |  9.076952E+07
    46 |     2300 |  9.814975E+07 |  9.076952E+07
    47 |     2350 |  9.814975E+07 |  9.076952E+07
    48 |     2400 |  9.807255E+07 |  9.076952E+07
    49 |     2450 |  9.807255E+07 |  9.076952E+07
    50 |     2500 |  9.799756E+07 |  9.076952E+07
