=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  3.942620E+07 |  3.053440E+07
     2 |      100 |  3.846232E+07 |  2.769188E+07
     3 |      150 |  3.731224E+07 |  2.769188E+07
     4 |      200 |  3.605507E+07 |  2.655663E+07
     5 |      250 |  3.527481E+07 |  2.600090E+07
     6 |      300 |  3.469766E+07 |  2.402496E+07
     7 |      350 |  3.408449E+07 |  2.402496E+07
     8 |      400 |  3.334972E+07 |  2.402496E+07
     9 |      450 |  3.284014E+07 |  2.375930E+07
    10 |      500 |  3.233659E+07 |  2.375930E+07
    11 |      550 |  3.200683E+07 |  2.375930E+07
    12 |      600 |  3.148652E+07 |  2.375930E+07
    13 |      650 |  3.097712E+07 |  2.375930E+07
    14 |      700 |  3.047405E+07 |  2.375930E+07
    15 |      750 |  3.025789E+07 |  2.375930E+07
    16 |      800 |  3.016166E+07 |  2.375930E+07
    17 |      850 |  3.008184E+07 |  2.375930E+07
    18 |      900 |  2.974828E+07 |  2.375930E+07
    19 |      950 |  2.945123E+07 |  2.299667E+07
    20 |     1000 |  2.914398E+07 |  2.299667E+07
    21 |     1050 |  2.879403E+07 |  2.110688E+07
    22 |     1100 |  2.851709E+07 |  2.110688E+07
    23 |     1150 |  2.843779E+07 |  2.110688E+07
    24 |     1200 |  2.823345E+07 |  1.947072E+07
    25 |     1250 |  2.815929E+07 |  1.947072E+07
    26 |     1300 |  2.805768E+07 |  1.947072E+07
    27 |     1350 |  2.798944E+07 |  1.947072E+07
    28 |     1400 |  2.785025E+07 |  1.947072E+07
    29 |     1450 |  2.764808E+07 |  1.947072E+07
    30 |     1500 |  2.745954E+07 |  1.947072E+07
    31 |     1550 |  2.741583E+07 |  1.947072E+07
    32 |     1600 |  2.726224E+07 |  1.947072E+07
    33 |     1650 |  2.710165E+07 |  1.947072E+07
    34 |     1700 |  2.689856E+07 |  1.874815E+07
    35 |     1750 |  2.689509E+07 |  1.874815E+07
    36 |     1800 |  2.670911E+07 |  1.874815E+07
    37 |     1850 |  2.661103E+07 |  1.874815E+07
    38 |     1900 |  2.652807E+07 |  1.874815E+07
    39 |     1950 |  2.646323E+07 |  1.874815E+07
    40 |     2000 |  2.623462E+07 |  1.874815E+07
    41 |     2050 |  2.621981E+07 |  1.874815E+07
    42 |     2100 |  2.608907E+07 |  1.874815E+07
    43 |     2150 |  2.591203E+07 |  1.874815E+07
    44 |     2200 |  2.578762E+07 |  1.874815E+07
    45 |     2250 |  2.575563E+07 |  1.874815E+07
    46 |     2300 |  2.567847E+07 |  1.874815E+07
    47 |     2350 |  2.565521E+07 |  1.874815E+07
    48 |     2400 |  2.550680E+07 |  1.874815E+07
    49 |     2450 |  2.539637E+07 |  1.874815E+07
    50 |     2500 |  2.537329E+07 |  1.874815E+07
    51 |     2550 |  2.531521E+07 |  1.874815E+07
    52 |     2600 |  2.527492E+07 |  1.874815E+07
    53 |     2650 |  2.513316E+07 |  1.874815E+07
    54 |     2700 |  2.503568E+07 |  1.874815E+07
    55 |     2750 |  2.495046E+07 |  1.874815E+07
    56 |     2800 |  2.486237E+07 |  1.874815E+07
    57 |     2850 |  2.475006E+07 |  1.874815E+07
