=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  1.026556E+08 |  7.923621E+07
     2 |       70 |  1.017674E+08 |  7.574110E+07
     3 |       90 |  9.689351E+07 |  7.574110E+07
     4 |      110 |  9.243180E+07 |  7.199441E+07
     5 |      130 |  9.189047E+07 |  6.829991E+07
     6 |      150 |  8.981702E+07 |  6.829991E+07
     7 |      170 |  8.762919E+07 |  6.829991E+07
     8 |      190 |  8.486401E+07 |  6.829991E+07
     9 |      210 |  8.420069E+07 |  6.829991E+07
    10 |      230 |  8.353116E+07 |  6.818886E+07
    11 |      250 |  8.139211E+07 |  6.818886E+07
    12 |      270 |  8.064700E+07 |  6.818886E+07
    13 |      290 |  8.228513E+07 |  6.818886E+07
    14 |      310 |  8.019004E+07 |  6.818886E+07
    15 |      330 |  8.063892E+07 |  6.818886E+07
    16 |      350 |  8.101843E+07 |  6.818886E+07
    17 |      370 |  8.023363E+07 |  6.818886E+07
    18 |      390 |  7.921498E+07 |  6.818886E+07
    19 |      410 |  8.024078E+07 |  6.818886E+07
    20 |      430 |  7.926733E+07 |  6.818886E+07
    21 |      450 |  7.968310E+07 |  6.818886E+07
    22 |      470 |  7.917491E+07 |  6.818886E+07
    23 |      490 |  7.946029E+07 |  6.818886E+07
    24 |      510 |  7.801441E+07 |  6.818886E+07
    25 |      530 |  7.824475E+07 |  6.818886E+07
    26 |      550 |  7.944810E+07 |  6.818886E+07
    27 |      570 |  7.815987E+07 |  6.818886E+07
    28 |      590 |  7.860842E+07 |  6.818886E+07
    29 |      610 |  7.849888E+07 |  6.818886E+07
    30 |      630 |  7.876377E+07 |  6.818886E+07
    31 |      650 |  7.862751E+07 |  6.481524E+07
    32 |      670 |  7.813094E+07 |  6.481524E+07
    33 |      690 |  7.819887E+07 |  6.481524E+07
    34 |      710 |  7.872896E+07 |  6.481524E+07
    35 |      730 |  7.774323E+07 |  6.481524E+07
    36 |      750 |  7.824116E+07 |  6.481524E+07
    37 |      770 |  7.812052E+07 |  6.481524E+07
    38 |      790 |  7.761655E+07 |  6.481524E+07
    39 |      810 |  7.787243E+07 |  6.481524E+07
    40 |      830 |  7.882534E+07 |  6.481524E+07
    41 |      850 |  7.887186E+07 |  6.481524E+07
    42 |      870 |  7.797976E+07 |  6.481524E+07
    43 |      890 |  7.874972E+07 |  6.481524E+07
    44 |      910 |  7.804432E+07 |  6.481524E+07
    45 |      930 |  7.826056E+07 |  6.481524E+07
    46 |      950 |  7.803672E+07 |  6.481524E+07
    47 |      970 |  7.858876E+07 |  6.481524E+07
    48 |      990 |  7.715349E+07 |  6.481524E+07
    49 |     1010 |  7.773046E+07 |  6.481524E+07
    50 |     1030 |  7.707239E+07 |  6.481524E+07
    51 |     1050 |  7.711524E+07 |  6.481524E+07
    52 |     1070 |  7.796956E+07 |  6.481524E+07
    53 |     1090 |  7.748506E+07 |  6.481524E+07
    54 |     1110 |  7.720641E+07 |  6.481524E+07
    55 |     1130 |  7.755228E+07 |  6.481524E+07
    56 |     1150 |  7.674030E+07 |  6.481524E+07
    57 |     1170 |  7.704843E+07 |  6.481524E+07
    58 |     1190 |  7.707390E+07 |  6.481524E+07
    59 |     1210 |  7.727611E+07 |  6.481524E+07
    60 |     1230 |  7.745630E+07 |  6.481524E+07
    61 |     1250 |  7.773802E+07 |  6.481524E+07
