=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  8.182843E+07 |  7.113391E+07
     2 |      100 |  7.865373E+07 |  6.878456E+07
     3 |      150 |  7.678993E+07 |  6.866582E+07
     4 |      200 |  7.547756E+07 |  6.446869E+07
     5 |      250 |  7.438339E+07 |  6.446869E+07
     6 |      300 |  7.309286E+07 |  6.446869E+07
     7 |      350 |  7.253560E+07 |  6.446869E+07
     8 |      400 |  7.182801E+07 |  6.446869E+07
     9 |      450 |  7.154212E+07 |  6.446869E+07
    10 |      500 |  7.097581E+07 |  6.446869E+07
    11 |      550 |  7.081886E+07 |  6.446869E+07
    12 |      600 |  7.071043E+07 |  6.446869E+07
    13 |      650 |  7.048464E+07 |  6.395163E+07
    14 |      700 |  7.042917E+07 |  6.395163E+07
    15 |      750 |  7.031982E+07 |  6.395163E+07
    16 |      800 |  7.011885E+07 |  6.395163E+07
    17 |      850 |  7.008166E+07 |  6.395163E+07
    18 |      900 |  7.007637E+07 |  6.395163E+07
    19 |      950 |  7.007637E+07 |  6.395163E+07
    20 |     1000 |  6.998897E+07 |  6.395163E+07
    21 |     1050 |  6.997771E+07 |  6.374328E+07
    22 |     1100 |  6.985889E+07 |  6.374328E+07
    23 |     1150 |  6.967592E+07 |  6.374328E+07
    24 |     1200 |  6.963195E+07 |  6.374328E+07
    25 |     1250 |  6.948714E+07 |  6.374328E+07
    26 |     1300 |  6.923934E+07 |  6.374328E+07
    27 |     1350 |  6.908733E+07 |  6.374328E+07
    28 |     1400 |  6.886370E+07 |  6.374328E+07
    29 |     1450 |  6.886370E+07 |  6.374328E+07
    30 |     1500 |  6.878572E+07 |  6.374328E+07
    31 |     1550 |  6.861161E+07 |  6.374328E+07
