=================================================
n_gen  |  n_eval  |     f_avg     |     f_min    
=================================================
     1 |       50 |  3.640096E+07 |  2.771484E+07
     2 |      100 |  3.528752E+07 |  2.693602E+07
     3 |      150 |  3.335420E+07 |  2.510669E+07
     4 |      200 |  3.235420E+07 |  2.510669E+07
     5 |      250 |  3.105801E+07 |  2.221147E+07
     6 |      300 |  3.000228E+07 |  1.824066E+07
     7 |      350 |  2.893356E+07 |  1.824066E+07
     8 |      400 |  2.814574E+07 |  1.648441E+07
     9 |      450 |  2.753408E+07 |  1.648441E+07
    10 |      500 |  2.704726E+07 |  1.648441E+07
    11 |      550 |  2.644779E+07 |  1.648441E+07
    12 |      600 |  2.586596E+07 |  1.648441E+07
    13 |      650 |  2.538162E+07 |  1.648441E+07
    14 |      700 |  2.487315E+07 |  1.648435E+07
    15 |      750 |  2.453062E+07 |  1.648435E+07
    16 |      800 |  2.409424E+07 |  1.648435E+07
    17 |      850 |  2.383115E+07 |  1.648435E+07
    18 |      900 |  2.356962E+07 |  1.648435E+07
    19 |      950 |  2.341927E+07 |  1.648435E+07
    20 |     1000 |  2.323798E+07 |  1.648435E+07
    21 |     1050 |  2.300943E+07 |  1.648435E+07
    22 |     1100 |  2.276655E+07 |  1.648435E+07
    23 |     1150 |  2.264692E+07 |  1.648435E+07
    24 |     1200 |  2.236580E+07 |  1.648435E+07
    25 |     1250 |  2.190730E+07 |  1.648435E+07
    26 |     1300 |  2.169539E+07 |  1.648435E+07
    27 |     1350 |  2.151448E+07 |  1.648435E+07
    28 |     1400 |  2.147567E+07 |  1.648435E+07
    29 |     1450 |  2.141763E+07 |  1.648435E+07
    30 |     1500 |  2.131050E+07 |  1.648435E+07
    31 |     1550 |  2.120549E+07 |  1.648435E+07
    32 |     1600 |  2.112451E+07 |  1.648435E+07
    33 |     1650 |  2.107589E+07 |  1.648435E+07
    34 |     1700 |  2.089439E+07 |  1.648435E+07
    35 |     1750 |  2.079558E+07 |  1.648435E+07
    36 |     1800 |  2.067352E+07 |  1.648435E+07
    37 |     1850 |  2.067303E+07 |  1.648435E+07
    38 |     1900 |  2.044606E+07 |  1.648435E+07
    39 |     1950 |  2.039670E+07 |  1.648435E+07
    40 |     2000 |  2.036591E+07 |  1.648435E+07
    41 |     2050 |  2.026238E+07 |  1.648435E+07
    42 |     2100 |  2.014669E+07 |  1.648435E+07
    43 |     2150 |  2.008686E+07 |  1.648435E+07
    44 |     2200 |  2.004227E+07 |  1.648435E+07
